observation_id,food_name,ground_truth,predicted,h_mean,s_mean,v_mean,h_std,s_std,v_std,dark_ratio,texture_score,freshness_score,ambient_temp_c,humidity_pct,scan_date,location
972,watermelon,moderate,fresh,23.91,90.86,134.01,12.72,24.29,24.64,0.0,0.938,84.6,6.3,79.9,2025-06-05,Kolkata
973,tofu,moderate,fresh,13.97,110.51,134.61,9.16,19.29,29.33,0.0111,0.306,87.2,4.7,65.0,2025-04-14,Delhi
974,egg,fresh,fresh,20.18,138.17,187.17,5.61,15.52,13.63,0.0,0.932,85.7,3.3,60.9,2025-02-24,Kolkata
975,blueberry,fresh,fresh,35.77,139.1,238.55,6.01,17.24,18.3,0.0172,0.48,99.7,4.2,65.7,2025-04-18,Bangalore
976,broccoli,fresh,fresh,56.95,112.95,109.18,6.04,10.86,9.61,0.0,0.747,81.8,7.8,75.1,2025-10-01,Bangalore
977,avocado,fresh,fresh,12.21,139.64,173.98,6.74,23.73,23.68,0.0012,0.951,92.6,2.6,71.2,2025-03-27,Pune
978,bread,moderate,fresh,21.65,45.15,115.83,8.8,23.03,22.91,0.0084,0.357,72.3,3.5,64.4,2025-10-12,Bangalore
979,cheese,moderate,fresh,18.47,80.34,114.11,10.42,26.08,22.27,0.0,0.481,83.0,6.7,81.8,2025-06-15,Hyderabad
980,oats,moderate,fresh,37.71,65.5,89.55,10.76,22.55,25.96,0.0436,0.859,69.3,7.7,68.8,2025-02-05,Kolkata
981,carrot,fresh,fresh,4.79,210.89,210.08,0.0,10.56,20.02,0.0,0.153,85.9,2.7,87.4,2025-02-02,Mumbai
982,banana,moderate,fresh,20.58,113.32,124.68,5.3,19.32,22.15,0.0,0.307,85.2,4.7,69.7,2025-02-16,Mumbai
983,mushroom,fresh,fresh,18.81,119.59,189.02,10.01,15.29,23.24,0.0007,0.831,87.6,6.0,75.7,2025-03-19,Chennai
984,chickpeas,fresh,fresh,30.3,171.84,178.6,2.96,19.54,23.18,0.0,0.176,86.6,5.1,74.3,2025-02-08,Chennai
985,cauliflower,moderate,fresh,16.06,80.3,125.6,4.2,30.01,22.3,0.0188,0.832,76.9,3.7,93.9,2025-05-16,Delhi
986,cherry,moderate,fresh,30.06,87.83,161.44,10.81,24.3,22.32,0.0082,0.122,77.6,5.4,66.4,2025-09-28,Hyderabad
987,oats,fresh,fresh,36.38,112.53,192.92,5.8,23.76,20.48,0.0,0.328,85.6,2.2,64.2,2025-01-11,Mumbai
988,pasta,moderate,fresh,31.44,92.05,86.19,8.28,27.02,25.5,0.0733,0.241,76.1,6.9,92.9,2025-05-27,Bangalore
989,corn,fresh,fresh,39.45,158.07,160.67,6.41,20.31,13.06,0.0,0.158,81.3,3.4,64.8,2025-08-01,Chennai
990,grape,spoiled,fresh,36.73,41.63,94.54,6.84,18.73,26.69,0.0243,0.38,71.1,4.0,80.6,2025-02-26,Chennai
991,grape,fresh,fresh,19.43,165.43,180.02,4.91,21.48,22.5,0.0,0.923,88.6,2.2,86.2,2025-05-19,Mumbai
992,cream,moderate,fresh,18.99,119.15,88.33,7.01,25.41,25.08,0.0712,0.607,75.1,6.2,84.8,2025-12-09,Hyderabad
993,apple,fresh,fresh,2.85,196.19,207.96,4.72,19.63,16.81,0.0083,0.385,95.5,3.0,68.9,2025-10-17,Chennai
994,beef,fresh,fresh,26.43,191.08,163.75,12.21,20.1,15.87,0.0129,0.936,94.4,4.4,81.2,2025-08-21,Mumbai
995,rice,fresh,fresh,40.94,152.52,197.02,10.45,21.01,18.22,0.0,0.208,88.8,4.5,81.1,2025-12-10,Chennai
996,peas,spoiled,fresh,29.76,35.01,83.72,5.69,16.34,18.08,0.0674,0.536,74.4,7.7,77.0,2025-10-09,Mumbai
997,avocado,moderate,fresh,41.53,105.58,136.0,10.97,22.0,29.87,0.0,0.29,86.1,6.1,78.0,2025-10-20,Delhi
998,beef,moderate,fresh,44.91,99.82,169.76,8.86,22.61,25.12,0.0044,0.826,78.0,2.4,88.8,2025-05-06,Bangalore
999,pasta,fresh,fresh,33.48,142.12,190.76,8.61,17.01,21.56,0.0,0.515,83.8,7.4,89.5,2025-02-03,Bangalore
1000,grape,moderate,fresh,33.64,94.29,158.82,7.57,26.4,21.49,0.0064,0.668,85.6,6.0,69.1,2025-09-26,Chennai
1001,tomato,fresh,fresh,0.77,190.54,165.87,0.9,14.36,17.51,0.0046,0.562,92.4,5.0,94.8,2025-10-15,Mumbai
1002,pineapple,fresh,fresh,27.43,118.29,202.8,6.33,19.82,21.34,0.0,0.853,87.0,5.0,80.6,2025-05-22,Hyderabad
1003,banana,moderate,fresh,26.2,151.88,179.58,4.28,26.54,20.58,0.0188,0.935,93.6,7.4,70.6,2025-03-06,Kolkata
1004,pineapple,fresh,fresh,28.82,169.28,184.99,8.8,27.48,19.17,0.0,0.562,95.5,7.6,80.0,2025-08-17,Delhi
1005,zucchini,spoiled,fresh,16.82,36.75,91.43,6.99,9.1,18.24,0.0253,0.123,71.5,5.2,74.7,2025-06-16,Pune
1006,orange,moderate,fresh,8.66,79.38,142.56,8.22,20.72,25.21,0.0,0.607,75.7,3.8,74.1,2025-11-22,Chennai
1007,peach,fresh,fresh,36.9,116.1,196.4,9.63,22.86,23.66,0.0127,0.343,87.2,3.0,83.5,2025-09-17,Mumbai
1008,cauliflower,moderate,fresh,47.02,81.1,132.74,9.17,25.01,29.6,0.0177,0.703,78.5,7.1,83.3,2025-01-09,Chennai
1009,beef,fresh,fresh,19.24,132.78,207.54,10.04,18.91,22.56,0.0,0.811,92.5,6.7,74.8,2025-06-14,Chennai
1010,cheese,spoiled,moderate,23.41,57.5,71.49,12.05,22.93,21.79,0.1296,0.356,64.9,7.4,84.2,2025-09-08,Delhi
1011,chickpeas,fresh,fresh,30.39,164.45,172.69,12.78,20.54,19.18,0.0172,0.623,81.9,7.2,83.1,2025-11-13,Mumbai
1012,spinach,moderate,fresh,16.64,117.43,151.68,9.01,26.73,20.47,0.017,0.732,90.0,3.7,81.3,2025-07-18,Mumbai
1013,chickpeas,fresh,fresh,31.48,159.06,214.15,6.46,16.16,17.31,0.0,0.508,92.9,3.9,62.3,2025-01-05,Hyderabad
1014,bell_pepper,fresh,fresh,19.31,176.73,210.97,8.64,23.66,20.4,0.0192,0.42,86.2,6.6,88.9,2025-07-09,Hyderabad
1015,cream,fresh,fresh,29.24,143.34,173.79,4.9,20.79,19.88,0.003,0.81,87.1,3.3,78.7,2025-09-23,Hyderabad
1016,avocado,moderate,fresh,32.45,92.34,125.93,8.26,25.22,27.21,0.0,0.333,86.4,4.9,94.7,2025-09-15,Hyderabad
1017,chicken,fresh,fresh,20.85,151.75,184.66,6.56,18.24,20.69,0.0133,0.18,80.8,2.4,95.0,2025-02-19,Kolkata
1018,chickpeas,fresh,fresh,20.93,157.0,162.09,10.13,27.01,17.42,0.0195,0.676,89.5,3.0,88.7,2025-04-23,Bangalore
1019,mango,fresh,fresh,34.27,135.47,200.82,5.47,21.44,17.38,0.0,0.1,88.3,3.1,68.7,2025-05-11,Hyderabad
1020,yogurt,fresh,fresh,28.34,129.38,196.45,6.33,21.66,18.97,0.0132,0.12,85.3,3.0,91.7,2025-05-25,Delhi
1021,cheese,fresh,fresh,29.08,152.96,164.76,8.42,24.59,17.67,0.0,0.386,80.9,2.2,66.8,2025-05-09,Chennai
1022,chicken,fresh,fresh,39.37,179.96,163.68,5.09,20.91,18.36,0.0,0.766,93.9,7.4,92.6,2025-02-25,Hyderabad
1023,lemon,moderate,fresh,43.69,90.87,109.95,7.71,28.27,23.29,0.0029,0.592,80.5,2.3,78.9,2025-12-01,Kolkata
1024,corn,fresh,fresh,30.35,169.12,170.31,7.91,19.95,22.05,0.0,0.172,89.1,3.6,78.1,2025-02-26,Mumbai
1025,cucumber,moderate,fresh,30.91,84.5,131.59,9.26,20.57,25.77,0.0051,0.952,87.0,5.3,81.6,2025-09-20,Kolkata
1026,tomato,moderate,fresh,15.57,112.33,114.54,2.26,22.17,21.35,0.0079,0.595,81.9,3.9,77.7,2025-10-10,Pune
1027,orange,fresh,fresh,28.73,131.64,181.85,4.87,20.43,22.61,0.0192,0.823,88.4,2.3,64.3,2025-03-24,Hyderabad
1028,oats,fresh,fresh,19.99,119.35,211.59,6.78,23.41,19.54,0.0112,0.995,94.1,3.5,92.5,2025-12-02,Delhi
1029,pineapple,fresh,fresh,28.7,158.77,162.32,8.26,18.86,16.04,0.0073,0.156,80.3,7.0,78.8,2025-09-26,Bangalore
1030,kiwi,fresh,fresh,32.7,144.73,176.86,5.58,24.77,22.63,0.019,0.683,83.4,2.6,80.3,2025-06-12,Hyderabad
1031,grape,fresh,fresh,37.71,143.89,145.42,11.91,19.82,17.75,0.0,0.69,77.0,5.4,88.2,2025-05-17,Hyderabad
1032,carrot,fresh,fresh,13.25,207.51,199.65,5.56,18.25,11.77,0.0,0.438,89.6,7.2,87.5,2025-12-28,Hyderabad
1033,tuna,fresh,fresh,24.61,169.15,125.75,7.7,15.71,18.57,0.0,0.81,84.8,3.6,60.5,2025-05-11,Bangalore
1034,garlic,fresh,fresh,27.61,142.84,168.95,5.81,26.88,25.6,0.0015,0.126,85.7,4.7,93.4,2025-06-08,Mumbai
1035,yogurt,moderate,fresh,13.38,129.55,120.01,10.26,24.81,23.02,0.0,0.871,74.5,4.2,88.0,2025-07-26,Mumbai
1036,bread,fresh,fresh,37.87,152.52,170.47,5.39,17.32,15.08,0.008,0.149,86.0,4.4,71.7,2025-10-12,Mumbai
1037,grape,fresh,fresh,30.1,126.07,174.69,10.74,23.6,19.9,0.0,0.87,93.0,2.7,65.3,2025-03-25,Kolkata
1038,zucchini,fresh,fresh,29.3,187.6,190.42,7.34,15.72,21.18,0.0078,0.527,97.1,4.4,86.7,2025-10-03,Bangalore
1039,banana,fresh,fresh,33.32,200.53,222.91,3.27,14.45,2.54,0.0084,0.19,89.1,4.2,94.0,2025-09-27,Delhi
1040,cream,moderate,fresh,22.78,114.23,114.21,10.11,22.73,26.08,0.0197,0.106,82.9,7.4,78.8,2025-02-16,Hyderabad
1041,butter,spoiled,fresh,17.83,20.91,96.65,11.86,13.19,21.49,0.0165,0.603,72.2,3.2,62.8,2025-10-20,Delhi
1042,zucchini,spoiled,moderate,25.37,44.63,36.11,12.01,13.29,18.93,0.3367,0.346,51.3,2.8,85.1,2025-05-28,Mumbai
1043,bread,moderate,fresh,51.38,97.55,120.34,5.59,29.17,20.96,0.0092,0.928,73.4,2.3,78.5,2025-04-24,Kolkata
1044,milk,fresh,fresh,4.98,8.34,254.16,6.55,4.53,10.92,0.0079,0.757,84.3,7.2,78.6,2025-08-18,Delhi
1045,bread,fresh,fresh,25.2,152.79,181.47,9.94,22.9,21.48,0.0179,0.257,96.0,2.8,83.5,2025-12-25,Mumbai
1046,yogurt,fresh,fresh,27.1,164.84,178.16,5.84,18.79,20.25,0.0119,0.982,84.7,3.6,61.1,2025-07-09,Delhi
1047,rice,fresh,fresh,37.28,146.33,155.82,8.11,20.34,20.56,0.0,0.231,88.3,3.2,90.8,2025-02-05,Mumbai
1048,blueberry,spoiled,moderate,29.2,50.28,58.12,8.77,11.88,22.1,0.2008,0.584,63.5,6.6,85.6,2025-08-22,Hyderabad
1049,chickpeas,moderate,fresh,39.49,82.12,123.96,12.93,26.52,26.31,0.0,0.796,72.9,6.6,68.5,2025-05-21,Pune
1050,oats,moderate,fresh,13.09,106.97,106.77,7.73,23.96,23.24,0.0,0.881,79.5,5.3,73.3,2025-03-27,Chennai
1051,milk,fresh,fresh,8.89,2.8,249.59,7.26,0.84,12.94,0.0017,0.821,76.9,2.4,87.4,2025-04-27,Chennai
1052,carrot,fresh,fresh,9.57,202.85,198.97,3.06,14.44,18.64,0.0,0.648,94.7,6.8,68.0,2025-12-18,Hyderabad
1053,blueberry,fresh,fresh,20.08,162.16,202.03,9.43,26.97,18.41,0.0,0.307,96.7,3.8,61.3,2025-12-26,Pune
1054,almond,fresh,fresh,37.66,147.88,204.67,7.98,18.84,23.92,0.0149,0.496,82.9,5.0,78.0,2025-02-27,Bangalore
1055,onion,spoiled,moderate,15.08,13.81,59.66,11.24,19.18,20.33,0.1919,0.703,50.8,4.2,69.2,2025-01-27,Hyderabad
1056,kiwi,moderate,fresh,38.18,56.05,118.92,9.42,24.66,25.25,0.0075,0.528,83.7,5.7,75.8,2025-09-04,Chennai
1057,rice,moderate,fresh,31.91,78.88,133.48,9.91,22.22,24.66,0.012,0.703,84.2,3.4,80.9,2025-03-18,Bangalore
1058,yogurt,fresh,fresh,28.85,146.7,180.64,8.15,18.7,23.82,0.0016,0.447,83.9,5.7,80.3,2025-10-17,Hyderabad
1059,olive_oil,fresh,fresh,20.64,135.58,235.6,5.92,15.94,22.2,0.0076,0.155,97.6,8.0,71.0,2025-10-23,Mumbai
1060,milk,fresh,fresh,0.0,8.82,255.0,1.91,0.95,5.5,0.0072,0.328,91.0,3.4,88.4,2025-12-20,Hyderabad
1061,almond,spoiled,moderate,28.98,51.87,59.75,11.37,19.17,25.36,0.1883,0.219,60.0,3.2,79.5,2025-04-19,Bangalore
1062,peach,fresh,fresh,28.03,103.97,163.58,7.15,19.22,19.44,0.0117,0.236,79.8,2.7,82.6,2025-09-16,Chennai
1063,corn,spoiled,moderate,31.19,54.12,66.57,12.2,16.07,20.19,0.1824,0.289,54.5,3.0,90.3,2025-01-23,Hyderabad
1064,egg,spoiled,fresh,29.07,36.08,111.16,7.12,13.45,19.62,0.0,0.835,70.5,2.1,68.1,2025-01-01,Chennai
1065,tofu,fresh,fresh,33.52,175.36,179.51,5.16,22.53,22.26,0.0,0.141,88.8,2.2,89.4,2025-10-22,Kolkata
1066,egg,spoiled,moderate,0.58,34.94,38.2,8.67,12.29,22.43,0.3176,0.21,48.2,5.3,88.6,2025-04-12,Bangalore
1067,orange,fresh,fresh,30.93,124.29,197.6,5.13,20.99,17.56,0.0,0.598,94.5,7.6,82.7,2025-11-03,Hyderabad
1068,yogurt,moderate,fresh,21.34,102.61,143.04,12.67,24.75,25.92,0.0,0.805,86.8,6.6,79.3,2025-03-07,Delhi
1069,lettuce,fresh,fresh,26.5,153.64,188.79,7.8,14.59,20.99,0.0,0.709,96.6,2.6,60.1,2025-12-25,Chennai
1070,cauliflower,moderate,fresh,28.65,73.0,97.89,12.95,26.47,24.31,0.0,0.433,74.6,6.9,93.0,2025-12-19,Bangalore
1071,zucchini,moderate,fresh,13.63,69.45,162.56,10.28,23.35,26.53,0.0161,0.141,79.1,4.6,91.4,2025-07-14,Delhi
1072,orange,fresh,fresh,23.48,180.02,207.06,7.07,18.11,12.15,0.0,0.434,98.3,7.2,84.8,2025-12-27,Mumbai
1073,spinach,fresh,fresh,18.15,123.21,182.7,7.35,15.96,19.16,0.0,0.459,85.7,6.9,92.1,2025-05-25,Hyderabad
1074,milk,fresh,fresh,12.53,12.64,221.0,4.74,0.85,12.71,0.0,0.606,84.9,3.2,74.7,2025-04-10,Hyderabad
1075,blueberry,fresh,fresh,36.27,132.04,164.68,7.08,13.24,21.01,0.0026,0.465,89.3,4.3,76.1,2025-01-17,Mumbai
1076,cream,fresh,fresh,27.82,169.4,158.03,6.76,15.48,16.99,0.0159,0.609,88.2,4.8,94.8,2025-11-21,Bangalore
1077,tuna,fresh,fresh,20.54,169.92,166.03,8.25,18.86,16.19,0.0121,0.486,80.5,4.2,89.5,2025-10-15,Bangalore
1078,banana,moderate,fresh,23.99,141.98,145.84,7.62,17.45,18.55,0.0,0.178,80.6,4.6,84.6,2025-06-15,Kolkata
1079,bread,fresh,fresh,34.25,136.73,180.75,7.37,20.39,12.86,0.0149,0.442,88.2,3.8,62.8,2025-01-25,Hyderabad
1080,garlic,spoiled,fresh,1.7,44.24,90.74,8.18,14.27,20.88,0.0576,0.425,78.1,5.1,94.0,2025-02-15,Bangalore
1081,cauliflower,fresh,fresh,35.55,109.45,162.28,7.33,22.11,27.5,0.0099,0.539,77.6,4.3,66.5,2025-02-04,Hyderabad
1082,oats,moderate,fresh,22.72,54.83,140.06,12.64,25.32,22.28,0.0,0.183,81.5,6.3,74.1,2025-03-14,Delhi
1083,pear,fresh,fresh,37.66,163.27,159.48,8.76,22.99,23.55,0.0,0.561,88.8,2.4,61.9,2025-12-09,Pune
1084,chickpeas,fresh,fresh,29.47,142.84,204.55,5.58,21.32,15.89,0.0,0.598,96.1,6.1,73.0,2025-01-11,Bangalore
1085,olive_oil,fresh,fresh,38.52,144.84,205.37,8.98,16.33,24.27,0.0031,0.214,81.7,7.2,77.4,2025-01-23,Hyderabad
1086,banana,spoiled,moderate,25.86,53.23,64.77,6.39,15.44,17.89,0.1814,0.298,51.9,6.2,72.0,2025-05-02,Bangalore
1087,peach,fresh,fresh,43.54,152.89,125.93,8.68,18.96,19.78,0.0139,0.523,78.0,3.1,65.7,2025-09-20,Delhi
1088,chickpeas,spoiled,fresh,16.31,47.11,92.39,10.57,13.98,19.88,0.0204,0.537,68.5,5.9,91.9,2025-09-06,Mumbai
1089,tofu,fresh,fresh,30.16,133.95,191.58,8.92,24.62,23.77,0.0,0.994,87.1,2.4,93.0,2025-09-26,Kolkata
1090,garlic,fresh,fresh,24.51,166.41,160.98,9.39,18.45,16.93,0.0115,0.949,80.5,5.8,86.4,2025-01-03,Chennai
1091,chicken,fresh,fresh,32.24,96.51,144.98,7.65,20.25,18.89,0.0,0.517,74.1,6.8,94.3,2025-11-03,Delhi
1092,pear,fresh,fresh,17.36,133.64,187.82,9.16,19.95,23.47,0.0,0.426,91.6,7.7,90.2,2025-08-02,Kolkata
1093,chicken,fresh,fresh,33.18,135.05,174.39,5.19,19.68,23.34,0.0,0.829,79.3,5.6,83.8,2025-01-16,Delhi
1094,tofu,moderate,fresh,31.85,125.05,122.43,12.69,24.42,29.41,0.0151,0.617,84.4,3.9,84.9,2025-12-10,Mumbai
1095,rice,fresh,fresh,29.83,164.14,209.5,7.61,20.66,23.87,0.0,0.634,92.2,5.4,90.3,2025-07-12,Mumbai
1096,salmon,fresh,fresh,28.94,123.58,222.86,7.06,20.48,23.47,0.0106,0.472,97.1,6.4,93.6,2025-12-17,Mumbai
1097,milk,fresh,fresh,6.96,4.96,242.54,1.41,4.14,10.74,0.0015,0.292,81.3,6.6,87.1,2025-01-09,Delhi
1098,strawberry,fresh,fresh,1.46,186.85,191.88,2.21,19.29,19.22,0.0066,0.463,95.4,6.1,62.4,2025-05-07,Kolkata
1099,chickpeas,fresh,fresh,22.96,155.38,175.68,5.64,24.41,18.13,0.0106,0.841,84.0,4.0,92.1,2025-07-17,Chennai
1100,corn,spoiled,moderate,1.6,54.92,59.91,8.78,9.7,25.22,0.1978,0.771,64.6,4.7,80.6,2025-04-23,Delhi
1101,lettuce,spoiled,fresh,7.11,35.88,88.25,10.84,14.82,14.9,0.0606,0.971,69.4,3.9,68.0,2025-11-28,Delhi
1102,corn,spoiled,moderate,11.9,37.82,54.26,10.41,17.05,22.89,0.222,0.148,53.8,6.9,92.4,2025-12-02,Bangalore
1103,garlic,fresh,fresh,20.19,193.93,195.35,8.0,23.27,27.1,0.0,0.965,89.1,3.0,79.8,2025-12-27,Chennai
1104,salmon,fresh,fresh,18.49,145.49,132.43,8.39,21.1,19.88,0.0161,0.392,90.9,2.3,82.0,2025-05-24,Chennai
1105,pasta,spoiled,moderate,13.45,4.26,77.47,12.91,13.23,21.32,0.102,0.956,55.9,8.0,76.2,2025-09-13,Chennai
1106,salmon,spoiled,moderate,4.32,41.86,62.13,8.48,12.72,18.82,0.1825,0.365,49.5,7.7,83.9,2025-01-22,Pune
1107,pear,fresh,fresh,33.06,123.76,172.06,7.92,16.7,25.39,0.0087,0.434,78.2,3.4,88.6,2025-05-23,Chennai
1108,oats,fresh,fresh,23.17,136.61,160.43,11.6,21.66,17.19,0.0,0.222,77.6,4.6,71.0,2025-10-12,Kolkata
1109,grape,fresh,fresh,38.85,154.01,185.15,7.31,17.75,21.01,0.0104,0.73,94.3,2.3,71.2,2025-06-07,Kolkata
1110,chickpeas,spoiled,moderate,14.55,62.25,44.61,13.07,14.67,20.9,0.2708,0.818,56.5,6.1,80.6,2025-08-21,Hyderabad
1111,bell_pepper,fresh,fresh,36.67,137.4,197.28,2.58,17.84,17.23,0.0182,0.543,85.1,6.6,84.6,2025-03-15,Hyderabad
1112,egg,fresh,fresh,19.97,145.7,187.71,9.41,20.72,18.0,0.0097,0.707,86.0,5.9,92.0,2025-11-25,Kolkata
1113,watermelon,fresh,fresh,32.95,152.49,198.72,9.55,20.09,17.31,0.0,0.71,97.3,3.3,70.6,2025-12-01,Mumbai
1114,tofu,spoiled,moderate,13.47,26.75,63.69,10.54,17.15,19.85,0.1726,0.213,50.9,2.2,67.5,2025-01-17,Hyderabad
1115,tofu,spoiled,moderate,20.16,37.15,59.68,8.15,9.73,17.91,0.1845,0.37,52.3,5.7,63.3,2025-04-21,Delhi
1116,tuna,moderate,fresh,29.73,72.43,124.05,10.93,26.56,21.76,0.0018,0.411,73.8,6.5,91.8,2025-11-19,Delhi
1117,blueberry,fresh,fresh,37.98,172.55,157.4,6.35,23.57,19.56,0.0,0.467,85.7,4.9,92.9,2025-01-21,Chennai
1118,corn,moderate,fresh,2.8,55.01,123.77,7.67,23.76,25.1,0.0164,0.593,85.0,2.4,73.5,2025-08-16,Delhi
1119,strawberry,moderate,fresh,10.85,124.19,131.45,6.86,24.3,20.85,0.0198,0.551,88.9,6.2,64.4,2025-04-22,Mumbai
1120,chicken,moderate,fresh,5.37,101.52,156.21,9.84,30.23,27.58,0.008,0.988,80.1,7.2,60.7,2025-07-16,Bangalore
1121,potato,moderate,fresh,30.68,117.16,138.33,5.01,23.5,28.59,0.0,0.107,88.3,3.0,72.2,2025-01-03,Bangalore
1122,kiwi,spoiled,moderate,11.92,31.65,49.1,13.57,20.04,17.35,0.2397,0.452,47.4,3.7,76.1,2025-05-06,Hyderabad
1123,grape,moderate,fresh,26.47,72.99,145.37,11.02,27.44,26.0,0.0029,0.801,83.3,3.3,67.7,2025-06-28,Chennai
1124,watermelon,fresh,fresh,53.48,129.44,145.79,7.21,15.3,15.52,0.0029,0.679,88.6,7.4,89.4,2025-01-12,Mumbai
1125,apple,moderate,fresh,12.99,96.95,140.91,6.04,23.48,19.46,0.0022,0.473,89.1,3.5,60.5,2025-02-03,Bangalore
1126,corn,fresh,fresh,37.15,134.67,174.71,8.73,14.18,12.85,0.0047,0.106,91.3,7.4,71.7,2025-08-11,Kolkata
1127,chicken,moderate,fresh,28.46,102.3,181.61,10.32,27.46,24.41,0.0,0.871,93.0,7.2,63.1,2025-10-24,Hyderabad
1128,olive_oil,fresh,fresh,32.38,183.35,137.52,8.83,26.41,20.85,0.0,0.958,81.3,3.4,83.5,2025-03-26,Chennai
1129,tofu,fresh,fresh,43.2,137.42,179.36,8.07,13.35,16.5,0.0008,0.17,85.1,4.8,76.2,2025-01-23,Hyderabad
1130,lemon,fresh,fresh,21.22,166.44,197.44,8.65,22.47,19.51,0.0,0.41,89.4,3.0,85.0,2025-09-01,Mumbai
1131,cherry,fresh,fresh,39.62,150.18,181.16,7.47,22.05,18.74,0.0,0.816,95.4,6.4,66.0,2025-06-17,Kolkata
1132,pineapple,fresh,fresh,37.81,127.36,158.02,9.37,19.73,18.64,0.0089,0.718,91.4,5.4,75.2,2025-02-17,Bangalore
1133,kiwi,fresh,fresh,37.12,137.85,176.0,10.8,24.62,24.72,0.002,0.757,84.2,7.3,79.9,2025-08-23,Bangalore
1134,peach,moderate,fresh,22.18,120.77,106.28,8.19,17.95,30.02,0.0022,0.14,73.9,2.3,94.7,2025-06-08,Bangalore
1135,cream,moderate,fresh,16.36,86.84,107.24,11.39,23.87,21.09,0.0143,0.16,81.7,7.9,81.3,2025-03-17,Hyderabad
1136,milk,spoiled,fresh,28.53,27.8,123.25,3.79,7.73,20.54,0.0,0.965,81.2,3.9,61.9,2025-02-17,Mumbai
1137,peach,moderate,fresh,5.35,52.97,129.94,8.91,30.98,30.5,0.0,0.26,77.9,3.3,70.3,2025-03-21,Kolkata
1138,avocado,fresh,fresh,23.06,161.14,194.99,6.81,15.51,19.96,0.0,0.18,96.9,3.7,94.6,2025-11-07,Pune
1139,lemon,spoiled,fresh,18.27,28.46,78.85,8.5,11.54,20.33,0.1157,0.159,70.2,7.8,93.5,2025-10-20,Pune
1140,cherry,moderate,fresh,28.86,60.58,153.2,6.46,23.27,24.23,0.0094,0.761,83.3,2.8,82.2,2025-01-09,Pune
1141,tofu,fresh,fresh,24.91,138.7,217.42,6.3,27.32,21.31,0.0,0.495,95.8,4.2,92.6,2025-12-04,Mumbai
1142,garlic,moderate,fresh,25.92,101.91,193.25,8.01,21.64,22.74,0.0111,0.218,78.8,2.6,71.7,2025-01-14,Delhi
1143,corn,fresh,fresh,30.26,115.48,180.45,11.39,20.45,19.12,0.013,0.41,88.9,6.8,68.1,2025-08-15,Bangalore
1144,onion,fresh,fresh,25.05,167.97,163.48,11.69,25.8,20.77,0.0044,0.302,89.1,6.6,83.9,2025-11-06,Hyderabad
1145,orange,fresh,fresh,29.91,170.61,201.9,6.39,18.42,16.03,0.0074,0.768,97.0,4.8,73.2,2025-10-02,Kolkata
1146,peach,moderate,fresh,29.09,106.67,96.25,9.09,20.96,22.3,0.0075,0.95,84.6,2.2,68.7,2025-12-18,Kolkata
1147,broccoli,fresh,fresh,59.41,109.0,95.49,4.75,15.56,14.87,0.0091,0.611,75.3,6.8,67.1,2025-02-14,Bangalore
1148,apple,fresh,fresh,2.81,176.22,202.7,1.37,15.57,20.42,0.0023,0.432,89.1,7.0,89.5,2025-07-15,Kolkata
1149,strawberry,fresh,fresh,0.73,208.55,180.22,9.06,11.27,21.35,0.0172,0.176,94.6,5.1,73.8,2025-06-02,Delhi
1150,beef,fresh,fresh,24.34,139.22,165.6,5.75,19.88,15.58,0.0,0.69,90.4,4.6,75.1,2025-04-22,Delhi
1151,salmon,moderate,fresh,34.47,91.38,140.56,9.07,23.9,25.86,0.0027,0.409,84.9,3.8,81.2,2025-03-15,Mumbai
1152,lemon,moderate,fresh,13.36,81.05,108.51,8.22,18.67,29.02,0.0,0.851,76.4,2.5,93.9,2025-05-07,Kolkata
1153,peas,moderate,fresh,18.13,119.08,156.72,7.43,21.73,32.68,0.0096,0.947,91.0,5.3,71.2,2025-11-05,Chennai
1154,oats,fresh,fresh,44.01,149.37,185.15,6.74,21.3,17.85,0.0155,0.135,88.5,6.4,93.2,2025-10-22,Hyderabad
1155,mango,moderate,fresh,4.68,56.96,130.53,7.74,24.8,21.78,0.0,0.316,85.5,3.9,88.7,2025-02-22,Hyderabad
1156,chicken,moderate,fresh,17.18,111.33,136.19,9.98,27.64,26.44,0.0,0.405,78.4,3.4,64.7,2025-05-15,Mumbai
1157,garlic,moderate,fresh,39.47,78.5,119.26,7.4,23.71,27.89,0.0,0.321,76.8,7.7,93.2,2025-01-26,Pune
1158,tomato,fresh,fresh,5.6,214.4,153.09,4.17,9.48,17.69,0.0,0.702,92.9,5.0,61.0,2025-12-09,Delhi
1159,cauliflower,moderate,fresh,21.32,107.56,96.69,12.34,20.61,22.99,0.0241,0.708,75.8,5.0,87.9,2025-07-19,Pune
1160,chickpeas,moderate,fresh,15.02,46.14,132.36,13.61,33.0,25.29,0.0109,0.911,74.4,5.8,93.1,2025-06-08,Bangalore
1161,garlic,moderate,fresh,36.17,95.8,142.47,9.32,25.59,26.61,0.0,0.448,89.7,6.4,87.2,2025-07-26,Chennai
1162,mushroom,fresh,fresh,25.37,148.45,178.83,9.65,16.8,19.85,0.0,0.409,84.2,4.2,78.7,2025-01-19,Delhi
1163,tuna,spoiled,fresh,39.12,52.46,96.98,10.05,15.96,23.01,0.0,0.408,71.4,6.6,80.9,2025-06-26,Delhi
