record_id,food_name,category,purchase_date,freshness_at_scan,freshness_score,expected_days,actual_days_left,adjusted_days,storage_temp_c,humidity_pct,storage_location,packaging,was_wasted,city,month
482,kiwi,Fruit,2025-07-16,fresh,73,10,11,8,8.3,83.5,counter,open,False,Pune,Apr
483,grape,Fruit,2025-08-16,spoiled,12,0,0,0,3.9,66.0,crisper,original_pack,True,Mumbai,Dec
484,chickpeas,Legume,2025-01-17,spoiled,76,0,0,0,8.8,93.4,door,open,False,Chennai,Aug
485,chickpeas,Legume,2025-07-09,moderate,32,60,41,39,4.7,58.0,freezer,open,False,Chennai,Oct
486,yogurt,Dairy,2025-03-10,fresh,62,14,16,15,5.1,87.0,main_shelf,container,False,Hyderabad,Nov
487,walnut,Nut,2025-11-16,fresh,37,365,426,443,3.2,95.0,counter,wrapped,False,Bangalore,Jan
488,grape,Fruit,2025-04-06,fresh,42,10,10,10,2.1,60.9,crisper,sealed_bag,False,Chennai,Nov
489,chickpeas,Legume,2025-03-13,moderate,61,60,75,67,6.0,61.5,counter,container,False,Chennai,Oct
490,peas,Vegetable,2025-06-07,moderate,70,3,2,2,1.2,76.6,main_shelf,container,False,Pune,Jun
491,cauliflower,Vegetable,2025-03-04,fresh,98,8,6,4,7.8,81.7,crisper,open,False,Mumbai,Nov
492,almond,Nut,2025-01-15,fresh,5,365,461,375,7.7,88.7,main_shelf,wrapped,False,Hyderabad,Jan
493,butter,Dairy,2025-07-19,moderate,28,4,4,3,4.8,83.5,main_shelf,open,False,Bangalore,Dec
494,strawberry,Fruit,2025-05-20,moderate,19,3,3,2,5.6,65.9,freezer,wrapped,False,Pune,May
495,cream,Dairy,2025-06-02,fresh,60,14,12,10,7.2,79.6,door,original_pack,False,Kolkata,Jun
496,corn,Vegetable,2025-05-03,fresh,98,8,5,4,5.2,69.4,counter,container,False,Mumbai,Sep
497,mango,Fruit,2025-01-02,fresh,24,10,10,9,5.5,78.1,door,original_pack,False,Kolkata,Mar
498,walnut,Nut,2025-04-02,fresh,27,365,273,193,9.8,70.9,main_shelf,wrapped,False,Pune,May
499,onion,Vegetable,2025-01-20,fresh,91,8,10,7,9.6,63.9,crisper,wrapped,False,Kolkata,May
500,olive_oil,Oil,2025-09-11,moderate,18,180,213,223,3.0,58.5,main_shelf,original_pack,False,Bangalore,Jul
501,almond,Nut,2025-08-19,fresh,75,365,254,252,4.1,77.3,crisper,open,False,Pune,Jun
502,kiwi,Fruit,2025-04-05,fresh,63,10,13,12,4.7,92.2,freezer,sealed_bag,False,Mumbai,May
503,lemon,Fruit,2025-09-08,fresh,59,10,13,10,7.3,61.4,main_shelf,sealed_bag,False,Bangalore,Nov
504,pear,Fruit,2025-04-16,fresh,98,10,12,12,2.9,56.4,crisper,open,False,Hyderabad,Dec
505,beef,Protein,2025-04-15,fresh,1,5,5,5,3.3,90.8,door,sealed_bag,False,Mumbai,Apr
506,walnut,Nut,2025-09-07,fresh,68,365,255,221,6.6,90.5,door,original_pack,False,Bangalore,Nov
507,olive_oil,Oil,2025-11-01,spoiled,34,0,0,0,6.8,90.6,freezer,sealed_bag,True,Hyderabad,Sep
508,lentils,Legume,2025-08-14,moderate,73,60,53,38,9.4,82.1,freezer,container,False,Chennai,Nov
509,bread,Grain,2025-12-05,fresh,12,90,80,66,7.4,67.3,door,wrapped,False,Pune,Dec
510,cream,Dairy,2025-01-11,moderate,26,4,3,2,7.0,72.4,main_shelf,wrapped,False,Mumbai,Nov
511,salmon,Protein,2025-03-17,fresh,71,5,5,4,6.6,65.5,main_shelf,container,False,Chennai,Apr
512,salmon,Protein,2025-11-17,fresh,27,5,6,5,5.2,91.7,main_shelf,open,False,Pune,Jun
513,banana,Fruit,2025-11-14,fresh,44,10,6,5,5.6,85.3,door,open,False,Pune,Nov
514,chickpeas,Legume,2025-12-17,fresh,51,180,155,150,4.6,72.4,crisper,wrapped,False,Pune,Aug
515,avocado,Fruit,2025-10-19,spoiled,86,0,0,0,5.2,89.8,counter,wrapped,True,Hyderabad,Oct
516,onion,Vegetable,2025-06-06,moderate,39,3,2,1,7.6,64.2,main_shelf,wrapped,False,Bangalore,Mar
517,blueberry,Fruit,2025-11-15,fresh,37,10,8,6,7.8,64.7,main_shelf,container,False,Pune,Jul
518,avocado,Fruit,2025-01-07,moderate,71,3,2,2,4.0,78.9,counter,original_pack,False,Delhi,Dec
519,spinach,Vegetable,2025-02-16,fresh,7,8,7,5,7.0,69.7,counter,wrapped,False,Mumbai,Jan
520,grape,Fruit,2025-08-07,fresh,48,10,12,13,1.1,60.9,freezer,sealed_bag,False,Pune,Dec
521,peach,Fruit,2025-12-06,fresh,21,10,9,7,8.2,63.2,main_shelf,original_pack,False,Hyderabad,Aug
522,broccoli,Vegetable,2025-01-04,moderate,74,3,3,3,1.6,81.7,crisper,open,False,Hyderabad,Jan
523,lettuce,Vegetable,2025-12-15,moderate,26,3,2,1,7.5,84.1,main_shelf,wrapped,False,Delhi,May
524,walnut,Nut,2025-04-16,fresh,65,365,443,332,9.0,80.1,door,container,False,Delhi,Nov
525,broccoli,Vegetable,2025-10-01,fresh,76,8,11,8,8.2,86.5,main_shelf,wrapped,False,Chennai,Jul
526,spinach,Vegetable,2025-09-04,spoiled,1,0,0,0,6.9,69.6,door,original_pack,False,Kolkata,Apr
527,lentils,Legume,2025-08-07,fresh,88,180,170,151,6.2,67.0,main_shelf,container,False,Bangalore,Sep
528,grape,Fruit,2025-09-19,moderate,3,3,3,2,9.5,68.0,door,wrapped,False,Bangalore,Jun
529,orange,Fruit,2025-08-15,moderate,11,3,2,1,8.2,67.1,counter,container,False,Kolkata,Sep
530,yogurt,Dairy,2025-01-20,fresh,51,14,13,13,3.2,65.6,counter,original_pack,False,Hyderabad,Apr
531,yogurt,Dairy,2025-01-17,fresh,73,14,10,10,3.9,61.0,counter,wrapped,False,Delhi,Jul
532,salmon,Protein,2025-04-12,spoiled,32,0,0,0,9.4,66.9,counter,wrapped,True,Mumbai,Feb
533,pear,Fruit,2025-09-15,spoiled,8,0,0,0,4.5,87.9,crisper,container,True,Mumbai,Jun
534,lettuce,Vegetable,2025-10-02,fresh,27,8,6,5,4.8,91.2,freezer,wrapped,False,Delhi,Aug
535,broccoli,Vegetable,2025-02-14,fresh,10,8,9,8,6.2,81.3,main_shelf,sealed_bag,False,Chennai,Jun
536,strawberry,Fruit,2025-12-11,spoiled,44,0,0,0,6.2,82.2,counter,wrapped,False,Pune,Dec
537,watermelon,Fruit,2025-05-04,moderate,40,3,3,3,1.4,86.5,counter,container,False,Mumbai,Apr
538,kiwi,Fruit,2025-07-01,fresh,12,10,12,11,4.7,83.6,main_shelf,container,False,Delhi,Jun
539,almond,Nut,2025-08-07,fresh,66,365,470,505,2.5,68.5,crisper,open,False,Chennai,Feb
540,pear,Fruit,2025-09-03,spoiled,47,0,0,0,8.7,58.8,counter,open,True,Pune,Feb
541,salmon,Protein,2025-07-12,fresh,4,5,5,4,6.2,62.6,door,original_pack,False,Chennai,Oct
542,mango,Fruit,2025-10-14,moderate,68,3,3,2,6.3,88.3,freezer,open,False,Hyderabad,Jul
543,pasta,Grain,2025-10-05,fresh,76,90,88,80,5.8,80.7,main_shelf,sealed_bag,False,Kolkata,Sep
544,lentils,Legume,2025-12-04,spoiled,76,0,0,0,9.9,55.7,freezer,open,True,Hyderabad,Apr
545,kiwi,Fruit,2025-03-05,spoiled,5,0,0,0,2.8,78.1,counter,original_pack,True,Chennai,Apr
546,milk,Dairy,2025-09-18,spoiled,44,0,0,0,9.4,74.8,freezer,sealed_bag,False,Delhi,Sep
547,apple,Fruit,2025-03-14,fresh,100,10,6,5,7.2,90.9,main_shelf,open,False,Pune,Apr
548,grape,Fruit,2025-07-11,spoiled,62,0,0,0,8.5,92.7,crisper,sealed_bag,True,Hyderabad,Jul
549,grape,Fruit,2025-12-05,spoiled,85,0,0,0,1.7,59.9,main_shelf,container,False,Mumbai,Apr
550,grape,Fruit,2025-08-19,fresh,92,10,8,6,8.9,75.3,main_shelf,open,False,Bangalore,Mar
551,avocado,Fruit,2025-09-17,fresh,89,10,8,6,7.0,79.0,counter,open,False,Kolkata,Jan
552,beef,Protein,2025-09-02,moderate,36,2,2,1,6.1,71.2,door,open,False,Delhi,Mar
553,orange,Fruit,2025-01-17,fresh,15,10,12,9,8.6,86.7,freezer,original_pack,False,Kolkata,Feb
554,tofu,Protein,2025-07-02,spoiled,69,0,0,0,3.3,84.9,crisper,container,True,Chennai,May
555,strawberry,Fruit,2025-06-09,spoiled,35,0,0,0,3.1,72.0,counter,original_pack,True,Bangalore,Jan
556,beef,Protein,2025-09-02,moderate,52,2,2,2,4.0,91.3,main_shelf,wrapped,False,Delhi,Jun
557,corn,Vegetable,2025-06-19,fresh,83,8,8,6,7.2,80.5,crisper,wrapped,False,Delhi,Mar
558,salmon,Protein,2025-01-10,spoiled,79,0,0,0,2.3,79.7,door,wrapped,False,Pune,Aug
559,mushroom,Vegetable,2025-05-15,fresh,51,8,10,8,7.1,80.1,freezer,container,False,Chennai,Oct
560,onion,Vegetable,2025-08-05,fresh,67,8,5,3,9.4,93.7,freezer,open,False,Bangalore,May
561,oats,Grain,2025-03-13,moderate,16,30,39,39,3.9,91.3,counter,wrapped,False,Bangalore,Feb
562,pineapple,Fruit,2025-07-01,moderate,98,3,2,1,7.9,76.6,main_shelf,original_pack,False,Hyderabad,Sep
563,lemon,Fruit,2025-11-14,fresh,61,10,13,9,8.9,78.8,crisper,open,False,Bangalore,Jun
564,potato,Vegetable,2025-01-06,fresh,8,8,7,6,5.4,82.4,door,wrapped,False,Mumbai,Apr
565,orange,Fruit,2025-04-11,moderate,19,3,2,2,2.3,62.2,door,wrapped,False,Kolkata,Jan
566,apple,Fruit,2025-10-13,moderate,8,3,3,2,5.7,79.8,freezer,sealed_bag,False,Chennai,Jun
567,grape,Fruit,2025-04-11,fresh,25,10,7,6,6.6,91.3,crisper,sealed_bag,False,Pune,Feb
568,yogurt,Dairy,2025-10-08,fresh,36,14,18,20,1.1,79.5,main_shelf,sealed_bag,False,Mumbai,Mar
569,chickpeas,Legume,2025-10-09,moderate,33,60,41,36,6.4,90.3,main_shelf,open,False,Kolkata,May
570,tofu,Protein,2025-09-16,moderate,65,2,1,0,8.8,87.3,main_shelf,original_pack,False,Pune,Apr
571,oats,Grain,2025-09-05,spoiled,88,0,0,0,8.5,78.7,door,open,False,Chennai,Feb
572,mushroom,Vegetable,2025-10-17,spoiled,10,0,0,0,1.8,74.7,counter,open,False,Chennai,Nov
573,chicken,Protein,2025-08-17,fresh,98,5,6,6,2.5,71.3,counter,wrapped,False,Kolkata,Apr
574,oats,Grain,2025-06-05,fresh,53,90,90,85,5.1,66.3,main_shelf,original_pack,False,Hyderabad,Sep
575,cream,Dairy,2025-03-11,fresh,39,14,16,11,9.9,88.0,door,sealed_bag,False,Mumbai,Nov
576,cucumber,Vegetable,2025-11-18,fresh,96,8,5,3,9.1,93.8,main_shelf,container,False,Chennai,Jun
577,strawberry,Fruit,2025-09-06,spoiled,65,0,0,0,4.3,77.2,freezer,sealed_bag,True,Delhi,Aug
578,corn,Vegetable,2025-03-18,fresh,69,8,7,6,4.4,56.8,freezer,original_pack,False,Delhi,Dec
579,tofu,Protein,2025-11-16,spoiled,40,0,0,0,7.5,60.2,main_shelf,open,False,Kolkata,Apr
580,lentils,Legume,2025-12-05,spoiled,50,0,0,0,6.4,59.1,main_shelf,open,False,Chennai,Aug
581,spinach,Vegetable,2025-04-01,moderate,81,3,4,4,3.3,93.2,crisper,open,False,Kolkata,Jul
582,orange,Fruit,2025-10-13,fresh,39,10,8,8,2.3,86.5,door,wrapped,False,Delhi,May
583,kiwi,Fruit,2025-02-12,fresh,29,10,10,8,6.5,74.2,main_shelf,sealed_bag,False,Delhi,Oct
584,zucchini,Vegetable,2025-01-02,fresh,95,8,7,6,6.5,56.1,main_shelf,original_pack,False,Mumbai,May
585,lettuce,Vegetable,2025-06-18,moderate,91,3,2,1,7.7,76.7,freezer,open,False,Pune,Sep
586,butter,Dairy,2025-12-05,moderate,14,4,5,4,5.3,71.1,door,container,False,Hyderabad,Mar
587,cheese,Dairy,2025-09-05,moderate,62,4,3,2,4.9,91.7,door,container,False,Kolkata,Jan
588,kiwi,Fruit,2025-06-09,fresh,71,10,7,7,2.7,89.8,crisper,wrapped,False,Chennai,May
589,zucchini,Vegetable,2025-12-17,fresh,27,8,5,5,3.8,92.7,freezer,container,False,Bangalore,May
590,cauliflower,Vegetable,2025-04-13,fresh,49,8,10,10,3.3,73.4,freezer,original_pack,False,Bangalore,Jan
591,apple,Fruit,2025-09-05,moderate,15,3,2,1,9.7,60.6,main_shelf,container,False,Mumbai,Feb
592,beef,Protein,2025-09-06,spoiled,61,0,0,0,8.7,71.6,counter,original_pack,False,Mumbai,Jul
593,carrot,Vegetable,2025-05-12,moderate,82,3,2,2,2.9,89.0,counter,wrapped,False,Hyderabad,Mar
594,pasta,Grain,2025-01-09,moderate,69,30,39,37,4.6,93.7,door,sealed_bag,False,Chennai,Mar
595,cherry,Fruit,2025-12-09,fresh,74,10,13,13,2.9,68.6,counter,open,False,Chennai,Sep
596,pasta,Grain,2025-05-06,fresh,15,90,115,109,4.9,58.9,crisper,wrapped,False,Pune,Apr
597,cauliflower,Vegetable,2025-09-08,moderate,48,3,2,1,7.8,55.8,door,container,False,Chennai,Feb
598,tofu,Protein,2025-09-12,fresh,73,5,4,3,4.1,69.5,door,sealed_bag,False,Chennai,Oct
599,tomato,Vegetable,2025-07-07,fresh,88,8,9,6,9.3,63.3,freezer,original_pack,False,Hyderabad,Aug
600,pear,Fruit,2025-06-19,fresh,26,10,9,8,5.7,74.0,door,container,False,Bangalore,Feb
601,kiwi,Fruit,2025-02-19,spoiled,44,0,0,0,5.4,94.9,main_shelf,container,True,Hyderabad,Nov
602,cream,Dairy,2025-04-07,moderate,77,4,2,1,8.1,89.2,counter,open,False,Pune,Aug
603,corn,Vegetable,2025-04-20,fresh,13,8,10,11,1.3,58.0,door,original_pack,False,Hyderabad,Jan
604,lettuce,Vegetable,2025-10-06,fresh,97,8,9,8,4.7,65.0,crisper,original_pack,False,Hyderabad,Oct
605,apple,Fruit,2025-07-09,fresh,58,10,12,10,5.7,70.8,counter,open,False,Delhi,Nov
606,pasta,Grain,2025-04-17,moderate,84,30,40,39,4.1,91.2,crisper,wrapped,False,Bangalore,Oct
607,chicken,Protein,2025-01-19,fresh,86,5,5,4,4.5,62.3,freezer,open,False,Chennai,Mar
608,walnut,Nut,2025-01-12,fresh,65,365,271,275,3.7,82.0,freezer,container,False,Hyderabad,Aug
609,peach,Fruit,2025-11-12,spoiled,46,0,0,0,6.6,73.8,freezer,container,True,Kolkata,Aug
610,cauliflower,Vegetable,2025-02-15,fresh,86,8,5,5,4.0,82.1,freezer,sealed_bag,False,Pune,Mar
611,chickpeas,Legume,2025-09-11,spoiled,52,0,0,0,8.4,78.4,counter,container,False,Kolkata,Nov
612,oats,Grain,2025-06-20,moderate,60,30,36,40,1.3,85.2,main_shelf,original_pack,False,Hyderabad,Jul
613,milk,Dairy,2025-04-07,spoiled,52,0,0,0,8.5,66.7,door,original_pack,False,Chennai,Mar
614,potato,Vegetable,2025-06-20,fresh,50,8,7,5,8.6,81.3,door,original_pack,False,Hyderabad,Aug
615,rice,Grain,2025-05-15,moderate,95,30,27,27,3.3,78.3,crisper,original_pack,False,Delhi,Nov
616,almond,Nut,2025-11-02,fresh,91,365,468,346,9.2,89.5,main_shelf,original_pack,False,Chennai,Jun
617,tomato,Vegetable,2025-05-17,fresh,78,8,5,4,6.8,77.4,freezer,original_pack,False,Mumbai,Nov
618,tuna,Protein,2025-06-09,fresh,70,5,6,6,3.1,87.2,crisper,wrapped,False,Hyderabad,Jan
619,garlic,Vegetable,2025-07-19,fresh,24,8,6,4,7.6,69.9,main_shelf,container,False,Chennai,Apr
620,peas,Vegetable,2025-05-01,moderate,60,3,2,1,7.7,56.7,main_shelf,wrapped,False,Mumbai,Jan
621,broccoli,Vegetable,2025-12-09,fresh,3,8,4,3,8.9,63.7,door,open,False,Chennai,Dec
622,blueberry,Fruit,2025-10-14,fresh,26,10,10,7,8.8,73.1,main_shelf,original_pack,False,Bangalore,Aug
623,broccoli,Vegetable,2025-07-14,moderate,95,3,2,1,9.9,86.5,crisper,sealed_bag,False,Mumbai,Mar
624,cheese,Dairy,2025-06-20,fresh,18,14,17,14,6.6,65.6,crisper,container,False,Delhi,Feb
625,grape,Fruit,2025-08-18,spoiled,14,0,0,0,6.7,72.4,counter,original_pack,True,Delhi,Sep
626,carrot,Vegetable,2025-09-07,moderate,30,3,2,1,6.1,73.8,crisper,wrapped,False,Chennai,May
627,carrot,Vegetable,2025-12-16,fresh,67,8,6,4,8.8,69.8,counter,sealed_bag,False,Kolkata,Jun
628,banana,Fruit,2025-11-06,spoiled,52,0,0,0,7.0,85.7,crisper,sealed_bag,False,Chennai,Dec
629,corn,Vegetable,2025-08-03,spoiled,81,0,0,0,4.9,73.8,counter,open,False,Hyderabad,Mar
630,tomato,Vegetable,2025-02-05,spoiled,24,0,0,0,1.9,63.7,freezer,wrapped,True,Hyderabad,Nov
631,beef,Protein,2025-04-08,moderate,63,2,1,0,7.0,83.0,freezer,container,False,Bangalore,Jan
632,bell_pepper,Vegetable,2025-02-02,spoiled,80,0,0,0,9.8,74.6,freezer,original_pack,True,Chennai,Jul
633,broccoli,Vegetable,2025-09-10,fresh,56,8,5,4,5.1,63.2,counter,original_pack,False,Hyderabad,Apr
634,apple,Fruit,2025-07-11,fresh,84,10,10,8,7.9,73.5,door,open,False,Kolkata,May
635,carrot,Vegetable,2025-04-04,moderate,57,3,2,1,5.6,79.6,counter,container,False,Mumbai,Nov
636,potato,Vegetable,2025-08-17,spoiled,41,0,0,0,7.7,58.3,counter,container,False,Delhi,May
637,strawberry,Fruit,2025-10-07,moderate,3,3,3,2,9.1,94.9,main_shelf,sealed_bag,False,Pune,Jan
638,cauliflower,Vegetable,2025-06-05,moderate,54,3,2,2,1.0,83.5,counter,container,False,Kolkata,Jan
639,pineapple,Fruit,2025-03-20,moderate,76,3,2,1,8.5,81.0,counter,wrapped,False,Bangalore,Apr
640,avocado,Fruit,2025-06-13,fresh,45,10,10,7,9.0,91.4,door,open,False,Mumbai,Jan
641,zucchini,Vegetable,2025-01-06,moderate,87,3,3,2,8.2,66.0,freezer,sealed_bag,False,Mumbai,Jan
642,pineapple,Fruit,2025-09-11,fresh,0,10,13,11,6.5,63.6,crisper,original_pack,False,Mumbai,Apr
643,orange,Fruit,2025-12-13,moderate,66,3,3,2,7.3,85.3,main_shelf,open,False,Delhi,Sep
644,pineapple,Fruit,2025-06-10,moderate,67,3,1,1,3.1,93.7,door,wrapped,False,Mumbai,Sep
645,onion,Vegetable,2025-10-17,fresh,95,8,10,8,6.4,90.4,main_shelf,original_pack,False,Kolkata,Dec
646,bell_pepper,Vegetable,2025-02-18,moderate,20,3,2,1,5.7,59.2,freezer,sealed_bag,False,Kolkata,Nov
647,cherry,Fruit,2025-03-19,moderate,45,3,3,2,4.9,66.0,crisper,container,False,Delhi,Mar
648,garlic,Vegetable,2025-09-03,fresh,43,8,7,6,4.8,76.1,door,container,False,Chennai,Apr
649,grape,Fruit,2025-10-11,spoiled,38,0,0,0,4.8,84.1,door,container,True,Chennai,Nov
650,bell_pepper,Vegetable,2025-10-04,fresh,91,8,9,9,3.6,77.2,door,open,False,Hyderabad,Oct
651,lemon,Fruit,2025-06-01,moderate,56,3,2,1,7.4,56.6,freezer,container,False,Delhi,Jun
652,onion,Vegetable,2025-06-17,moderate,65,3,3,2,9.4,69.7,crisper,open,False,Hyderabad,Dec
653,lemon,Fruit,2025-08-16,moderate,63,3,2,1,8.0,67.0,door,original_pack,False,Hyderabad,Mar
654,garlic,Vegetable,2025-03-10,fresh,94,8,9,9,2.1,75.6,counter,sealed_bag,False,Bangalore,Oct
655,milk,Dairy,2025-06-12,moderate,76,4,2,2,1.6,66.4,door,container,False,Kolkata,May
656,chicken,Protein,2025-02-14,moderate,54,2,1,0,9.1,91.9,main_shelf,sealed_bag,False,Pune,Oct
657,bell_pepper,Vegetable,2025-06-19,moderate,28,3,3,2,5.4,61.2,door,open,False,Mumbai,Aug
658,mushroom,Vegetable,2025-02-05,fresh,99,8,8,6,8.1,70.0,main_shelf,wrapped,False,Mumbai,Nov
659,milk,Dairy,2025-06-04,fresh,88,14,10,11,1.6,66.3,main_shelf,original_pack,False,Chennai,Aug
660,bread,Grain,2025-09-08,spoiled,37,0,0,0,3.5,69.6,door,original_pack,False,Delhi,Jun
661,mushroom,Vegetable,2025-11-07,spoiled,26,0,0,0,4.8,77.3,door,wrapped,False,Kolkata,Jul
662,peas,Vegetable,2025-01-10,moderate,95,3,3,2,8.0,69.2,counter,open,False,Chennai,Sep
663,peas,Vegetable,2025-06-11,moderate,87,3,1,1,2.8,73.9,freezer,container,False,Delhi,Mar
664,orange,Fruit,2025-09-13,moderate,5,3,3,2,6.2,63.9,counter,sealed_bag,False,Kolkata,Feb
665,pasta,Grain,2025-09-17,moderate,69,30,18,16,6.2,93.5,door,open,False,Chennai,Jan
666,garlic,Vegetable,2025-02-12,fresh,26,8,9,9,2.8,58.1,main_shelf,open,False,Mumbai,Jul
667,spinach,Vegetable,2025-04-07,fresh,73,8,8,8,2.7,82.1,freezer,sealed_bag,False,Bangalore,Oct
668,strawberry,Fruit,2025-09-15,fresh,66,10,6,5,7.0,64.4,main_shelf,open,False,Hyderabad,Sep
669,tuna,Protein,2025-02-14,fresh,98,5,4,2,9.6,73.0,freezer,wrapped,False,Bangalore,Apr
670,almond,Nut,2025-09-08,spoiled,38,0,0,0,8.2,84.6,counter,open,True,Mumbai,Dec
671,olive_oil,Oil,2025-07-10,fresh,35,365,304,311,3.5,84.1,crisper,original_pack,False,Bangalore,Nov
672,egg,Protein,2025-07-14,fresh,30,5,5,5,2.5,74.8,freezer,container,False,Kolkata,Nov
673,cucumber,Vegetable,2025-05-09,moderate,78,3,3,2,5.9,72.7,counter,sealed_bag,False,Delhi,Jul
674,butter,Dairy,2025-10-07,fresh,72,14,9,6,9.4,65.3,counter,original_pack,False,Mumbai,Feb
675,cucumber,Vegetable,2025-10-09,fresh,1,8,7,7,3.8,60.8,main_shelf,wrapped,False,Kolkata,Oct
676,walnut,Nut,2025-10-13,fresh,49,365,381,340,6.1,70.0,freezer,container,False,Chennai,Feb
677,pasta,Grain,2025-03-08,spoiled,85,0,0,0,2.3,86.3,main_shelf,original_pack,True,Bangalore,Mar
678,pear,Fruit,2025-09-09,spoiled,6,0,0,0,2.9,74.4,freezer,open,True,Bangalore,Aug
679,lettuce,Vegetable,2025-04-02,moderate,33,3,4,2,9.7,74.8,door,original_pack,False,Hyderabad,Jul
680,oats,Grain,2025-07-12,spoiled,58,0,0,0,7.1,73.0,counter,wrapped,True,Chennai,Jan
681,onion,Vegetable,2025-12-16,fresh,83,8,10,10,2.2,70.8,freezer,original_pack,False,Pune,May
682,salmon,Protein,2025-01-12,fresh,52,5,6,4,9.2,61.6,crisper,original_pack,False,Bangalore,Jun
683,cherry,Fruit,2025-03-03,spoiled,87,0,0,0,2.6,57.5,counter,wrapped,True,Bangalore,Dec
684,mango,Fruit,2025-10-03,spoiled,73,0,0,0,3.2,58.3,counter,original_pack,False,Pune,Jan
685,bell_pepper,Vegetable,2025-09-11,fresh,6,8,8,8,3.1,67.7,counter,open,False,Pune,May
686,cherry,Fruit,2025-08-14,spoiled,52,0,0,0,7.4,75.0,main_shelf,sealed_bag,False,Pune,Oct
687,tofu,Protein,2025-02-01,moderate,51,2,2,2,2.2,63.2,crisper,container,False,Hyderabad,Feb
688,almond,Nut,2025-02-17,spoiled,34,0,0,0,4.3,60.1,door,wrapped,False,Pune,May
689,beef,Protein,2025-03-16,spoiled,2,0,0,0,6.6,55.8,main_shelf,original_pack,False,Bangalore,Feb
690,pineapple,Fruit,2025-04-02,spoiled,39,0,0,0,9.1,75.2,crisper,wrapped,True,Pune,Dec
691,garlic,Vegetable,2025-03-05,fresh,13,8,5,5,1.7,78.8,freezer,container,False,Hyderabad,Aug
692,spinach,Vegetable,2025-08-08,fresh,19,8,10,7,8.4,59.4,crisper,original_pack,False,Mumbai,Feb
693,tuna,Protein,2025-07-14,fresh,44,5,4,3,8.2,62.2,freezer,open,False,Mumbai,Apr
694,cherry,Fruit,2025-01-14,fresh,97,10,13,9,9.7,68.6,main_shelf,original_pack,False,Bangalore,Jun
695,bell_pepper,Vegetable,2025-11-08,fresh,51,8,7,5,9.5,90.8,freezer,open,False,Mumbai,Aug
696,chickpeas,Legume,2025-12-14,fresh,70,180,109,81,9.0,69.2,freezer,open,False,Bangalore,Oct
697,apple,Fruit,2025-02-17,fresh,11,10,13,10,8.0,93.9,freezer,wrapped,False,Kolkata,Dec
698,salmon,Protein,2025-04-19,fresh,29,5,3,3,3.2,87.0,main_shelf,open,False,Pune,Jun
699,broccoli,Vegetable,2025-07-11,moderate,60,3,3,2,7.3,93.7,crisper,wrapped,False,Hyderabad,May
700,cherry,Fruit,2025-05-06,fresh,50,10,6,5,5.8,56.3,door,wrapped,False,Pune,Sep
701,bell_pepper,Vegetable,2025-03-02,moderate,38,3,3,2,7.7,77.9,crisper,open,False,Delhi,Dec
702,lettuce,Vegetable,2025-04-07,moderate,36,3,1,1,3.8,57.0,freezer,original_pack,False,Pune,Apr
703,avocado,Fruit,2025-12-12,spoiled,89,0,0,0,3.1,67.6,door,sealed_bag,True,Kolkata,Jan
704,apple,Fruit,2025-05-08,moderate,57,3,3,3,3.5,71.2,freezer,open,False,Pune,Nov
705,blueberry,Fruit,2025-08-02,fresh,14,10,9,6,8.5,84.9,main_shelf,original_pack,False,Pune,Dec
706,tuna,Protein,2025-04-19,fresh,95,5,6,4,8.5,64.0,freezer,open,False,Bangalore,Nov
707,cream,Dairy,2025-06-02,fresh,45,14,14,13,5.1,79.2,counter,open,False,Bangalore,Dec
708,tomato,Vegetable,2025-02-02,spoiled,87,0,0,0,3.2,85.5,door,original_pack,False,Hyderabad,Feb
709,olive_oil,Oil,2025-02-16,fresh,75,365,443,471,2.7,83.7,main_shelf,wrapped,False,Delhi,Nov
710,cheese,Dairy,2025-01-13,fresh,44,14,15,11,8.3,83.9,door,original_pack,False,Kolkata,Mar
711,almond,Nut,2025-11-16,fresh,48,365,278,214,8.6,73.7,door,open,False,Hyderabad,May
712,corn,Vegetable,2025-07-05,fresh,83,8,4,3,5.8,80.9,main_shelf,wrapped,False,Chennai,Oct
713,pasta,Grain,2025-11-13,spoiled,100,0,0,0,7.8,94.1,crisper,open,True,Hyderabad,Jan
714,almond,Nut,2025-07-01,fresh,75,365,508,381,9.0,86.5,crisper,container,False,Delhi,Oct
715,apple,Fruit,2025-04-05,spoiled,63,0,0,0,5.2,57.0,freezer,sealed_bag,True,Delhi,Nov
716,pasta,Grain,2025-01-03,moderate,35,30,29,22,8.4,89.0,counter,wrapped,False,Mumbai,Dec
717,potato,Vegetable,2025-07-20,moderate,51,3,3,3,1.9,77.5,door,wrapped,False,Chennai,Aug
718,zucchini,Vegetable,2025-10-04,fresh,75,8,6,5,6.4,70.6,main_shelf,sealed_bag,False,Chennai,Jun
719,pineapple,Fruit,2025-10-15,spoiled,36,0,0,0,3.2,92.1,counter,container,True,Chennai,Jan
720,cheese,Dairy,2025-12-17,fresh,53,14,13,10,7.7,90.2,freezer,sealed_bag,False,Delhi,Sep
721,pineapple,Fruit,2025-09-15,moderate,36,3,3,2,5.4,74.9,freezer,wrapped,False,Hyderabad,Apr
722,garlic,Vegetable,2025-06-18,spoiled,39,0,0,0,6.6,82.1,main_shelf,container,True,Bangalore,Oct
