session_id,scan_date,scan_time,user_city,total_items,fresh_count,moderate_count,spoiled_count,total_calories,total_protein_g,avg_freshness_pct,scan_duration_sec,items_discarded,recipe_suggested,fridge_temp_c,fridge_humidity,device_type
457,2025-12-25,19:59,Delhi,9,7,2,0,1755.8,17.3,48.1,2.74,0,True,7.1,84.5,uploaded
458,2025-05-28,11:27,Delhi,11,7,0,4,880.2,77.1,66.3,0.66,4,True,6.5,65.5,uploaded
459,2025-04-17,11:32,Delhi,9,0,6,3,257.0,42.5,51.3,3.17,2,True,7.0,77.0,phone_camera
460,2025-06-06,09:11,Kolkata,3,1,0,2,1595.7,34.7,20.9,2.53,2,False,2.9,83.7,phone_camera
461,2025-06-24,09:56,Kolkata,10,6,1,3,728.6,61.0,64.3,2.15,0,False,5.7,59.6,fridge_cam
462,2025-10-08,16:14,Pune,7,5,2,0,1981.9,35.0,57.5,2.81,0,False,5.1,62.8,fridge_cam
463,2025-03-05,21:41,Pune,12,11,1,0,779.0,24.3,20.5,2.93,0,True,4.5,65.6,uploaded
464,2025-02-03,15:57,Hyderabad,6,6,0,0,961.9,33.1,83.8,2.48,0,True,3.2,55.1,fridge_cam
465,2025-11-28,09:39,Pune,12,12,0,0,1014.1,81.4,40.2,0.6,0,False,3.6,73.2,fridge_cam
466,2025-12-09,11:05,Chennai,7,5,2,0,1489.0,27.9,70.7,3.67,0,True,4.8,87.4,uploaded
467,2025-01-27,20:35,Bangalore,8,4,4,0,513.3,46.2,73.0,1.59,0,True,5.2,75.1,uploaded
468,2025-01-27,20:53,Kolkata,8,7,1,0,1242.7,51.7,87.7,3.95,0,True,7.4,69.8,fridge_cam
469,2025-02-06,14:50,Kolkata,4,1,2,1,1201.9,51.8,65.1,3.92,1,False,4.8,60.6,uploaded
470,2025-03-14,09:52,Delhi,3,3,0,0,899.6,84.0,86.8,2.59,0,True,7.0,77.6,uploaded
471,2025-01-06,13:22,Kolkata,9,1,0,8,338.5,25.1,89.2,3.17,4,False,7.9,79.8,uploaded
472,2025-08-07,14:38,Delhi,12,1,5,6,1785.5,71.9,89.5,2.81,1,True,4.3,74.8,fridge_cam
473,2025-04-24,21:56,Pune,12,11,0,1,1151.7,105.8,28.5,2.31,0,True,6.0,63.2,uploaded
474,2025-04-07,09:17,Mumbai,12,5,2,5,499.6,19.0,87.9,0.54,3,True,2.0,72.6,uploaded
475,2025-09-16,07:53,Hyderabad,6,1,5,0,1504.4,31.1,91.1,1.1,0,True,2.3,56.9,fridge_cam
476,2025-06-04,21:32,Kolkata,11,4,3,4,1778.2,71.8,51.2,1.39,2,False,1.8,81.6,fridge_cam
477,2025-10-19,06:00,Pune,5,5,0,0,1607.1,79.5,58.3,1.07,0,True,4.5,79.7,phone_camera
478,2025-08-22,14:13,Delhi,4,1,3,0,262.8,118.6,88.1,3.44,0,True,3.3,83.2,webcam
479,2025-04-12,22:07,Mumbai,10,3,3,4,935.3,28.0,32.2,0.79,2,True,5.3,87.5,uploaded
480,2025-06-10,18:11,Chennai,12,6,4,2,366.3,114.8,20.7,0.69,0,True,4.6,88.1,phone_camera
481,2025-11-13,19:18,Pune,7,0,7,0,1346.1,47.2,81.3,1.86,0,True,6.3,63.6,fridge_cam
482,2025-04-09,14:59,Hyderabad,3,0,0,3,878.6,111.1,93.4,3.59,2,True,5.1,83.7,webcam
483,2025-06-09,14:47,Hyderabad,11,4,4,3,990.5,48.7,55.0,1.01,0,False,4.4,82.5,fridge_cam
484,2025-08-27,17:26,Mumbai,5,5,0,0,1224.2,74.5,90.6,3.35,0,True,7.1,65.5,fridge_cam
485,2025-05-17,08:51,Delhi,9,5,3,1,1530.6,27.6,30.1,3.61,1,False,3.7,85.3,phone_camera
486,2025-02-16,15:09,Chennai,3,2,0,1,627.7,75.6,36.8,2.03,1,False,2.8,62.7,phone_camera
487,2025-03-24,20:47,Chennai,10,7,3,0,1997.5,37.6,31.4,1.4,0,False,7.8,89.6,webcam
488,2025-05-25,09:11,Delhi,6,6,0,0,1054.7,29.8,93.1,3.49,0,True,4.1,87.0,uploaded
489,2025-01-22,07:54,Bangalore,8,3,3,2,625.2,35.8,88.8,2.61,2,False,7.6,62.3,fridge_cam
490,2025-09-11,22:12,Pune,5,0,0,5,1028.1,49.2,89.7,3.62,1,False,7.6,60.6,webcam
491,2025-06-04,07:35,Hyderabad,11,9,1,1,824.0,65.8,72.9,2.52,0,True,7.4,83.0,fridge_cam
492,2025-08-27,13:18,Mumbai,5,4,0,1,1604.1,10.2,39.1,1.2,1,False,2.3,65.8,phone_camera
493,2025-10-15,10:40,Chennai,7,7,0,0,686.7,101.2,85.4,2.86,0,True,3.0,64.7,phone_camera
494,2025-11-24,20:14,Chennai,3,0,0,3,877.1,34.4,42.0,1.3,3,True,3.1,71.8,phone_camera
495,2025-08-04,10:05,Mumbai,12,11,0,1,858.4,78.1,60.5,2.56,0,True,2.0,84.8,phone_camera
496,2025-05-21,17:11,Chennai,10,2,4,4,993.2,72.8,67.1,0.77,1,True,1.6,87.7,uploaded
497,2025-06-04,19:25,Delhi,10,8,2,0,1738.0,16.2,28.0,2.37,0,False,2.9,89.1,phone_camera
498,2025-01-04,10:14,Chennai,10,7,3,0,900.1,47.3,55.4,0.82,0,True,2.5,85.1,fridge_cam
499,2025-10-25,21:41,Mumbai,10,4,1,5,1187.6,104.3,53.8,2.74,0,False,6.6,67.8,webcam
500,2025-01-06,09:11,Hyderabad,9,3,6,0,1648.9,69.0,34.4,1.18,0,True,3.3,59.0,phone_camera
501,2025-01-24,12:48,Pune,12,10,2,0,355.6,27.0,31.5,2.04,0,True,3.7,70.9,fridge_cam
502,2025-11-12,11:55,Mumbai,11,11,0,0,1236.4,45.9,83.7,3.31,0,False,4.5,62.8,webcam
503,2025-05-12,17:57,Hyderabad,9,9,0,0,1913.9,15.9,48.9,1.29,0,True,6.8,62.1,phone_camera
504,2025-08-28,18:47,Kolkata,7,6,1,0,426.2,55.0,72.3,1.86,0,False,5.5,75.6,fridge_cam
505,2025-03-10,11:44,Chennai,8,5,1,2,848.0,96.0,39.6,3.96,1,False,5.2,73.6,uploaded
506,2025-02-20,18:02,Pune,7,3,3,1,1364.3,41.9,76.3,2.29,1,True,1.5,70.0,webcam
507,2025-04-19,17:11,Chennai,8,6,1,1,372.6,91.6,74.8,2.89,1,True,2.8,58.3,webcam
508,2025-10-26,07:45,Hyderabad,7,3,3,1,948.6,70.3,59.8,2.29,1,False,7.2,89.5,phone_camera
509,2025-05-21,20:23,Kolkata,9,4,2,3,1303.3,73.2,77.9,2.99,2,True,3.4,65.2,phone_camera
510,2025-12-25,15:13,Bangalore,12,10,0,2,1154.4,97.7,44.5,2.3,2,False,7.2,73.5,webcam
511,2025-07-26,21:59,Mumbai,10,8,2,0,1573.3,35.6,77.0,0.87,0,False,7.7,73.3,fridge_cam
512,2025-10-08,11:51,Delhi,8,1,1,6,942.9,17.8,73.5,2.47,4,True,4.2,61.0,uploaded
513,2025-12-05,17:55,Hyderabad,4,0,0,4,1353.1,31.0,25.5,3.18,3,False,4.2,67.8,phone_camera
514,2025-02-08,06:04,Delhi,3,1,1,1,761.2,54.8,79.3,0.88,1,True,6.0,84.1,fridge_cam
515,2025-07-16,16:33,Chennai,4,0,1,3,897.7,95.9,36.7,2.98,2,True,1.5,58.2,webcam
516,2025-04-23,21:01,Hyderabad,6,0,6,0,1027.8,68.2,50.9,2.11,0,False,4.3,79.4,uploaded
517,2025-07-26,10:28,Delhi,6,5,0,1,1297.3,63.9,51.0,0.67,0,True,7.8,77.3,uploaded
518,2025-01-20,20:03,Chennai,10,4,0,6,1124.5,24.5,67.2,2.91,3,False,6.2,57.5,webcam
519,2025-09-11,13:51,Bangalore,9,1,0,8,273.8,65.0,82.2,0.85,2,True,1.9,59.1,uploaded
520,2025-06-04,07:07,Kolkata,11,3,0,8,338.0,110.6,61.0,0.74,6,True,6.5,80.4,webcam
521,2025-07-20,22:57,Bangalore,3,3,0,0,1717.6,14.4,93.6,1.49,0,True,1.6,83.1,uploaded
522,2025-09-05,10:23,Chennai,6,6,0,0,1221.4,38.3,30.1,3.89,0,False,1.9,70.6,webcam
523,2025-03-27,16:16,Kolkata,4,3,0,1,742.6,99.6,49.3,1.64,0,False,7.5,60.5,webcam
524,2025-06-27,14:40,Hyderabad,11,10,0,1,290.7,86.5,91.1,2.66,1,True,7.9,61.0,phone_camera
525,2025-04-08,17:11,Mumbai,7,2,3,2,407.7,60.9,44.0,2.26,1,True,6.9,88.7,phone_camera
526,2025-07-03,12:39,Kolkata,3,1,0,2,1347.6,11.6,27.9,2.33,1,False,6.8,82.5,uploaded
527,2025-03-17,21:35,Chennai,7,4,1,2,1098.2,31.5,24.6,3.72,1,False,2.6,79.4,uploaded
528,2025-07-06,18:02,Pune,9,6,3,0,482.0,97.1,65.7,2.02,0,True,7.3,77.3,fridge_cam
529,2025-05-27,16:55,Delhi,10,1,6,3,1977.4,116.7,67.8,3.47,2,False,3.4,71.2,webcam
530,2025-02-12,12:16,Mumbai,6,5,1,0,1038.1,92.1,35.9,3.45,0,True,2.0,82.4,phone_camera
531,2025-06-09,15:08,Bangalore,10,6,3,1,1750.2,94.5,77.8,1.51,1,False,3.4,64.6,webcam
532,2025-12-01,10:41,Chennai,6,5,0,1,1729.6,35.7,51.2,3.15,1,False,7.3,62.0,phone_camera
533,2025-05-26,16:46,Mumbai,6,1,1,4,593.1,52.6,58.6,1.07,1,False,6.7,82.0,fridge_cam
534,2025-01-26,13:53,Pune,7,2,5,0,1306.5,10.1,35.1,3.33,0,False,1.5,76.4,fridge_cam
535,2025-02-10,08:07,Chennai,10,7,0,3,841.0,94.9,28.1,1.83,1,True,1.5,63.5,fridge_cam
536,2025-02-12,20:56,Pune,5,4,0,1,1855.0,47.2,63.3,0.72,0,False,7.2,67.8,fridge_cam
537,2025-02-28,17:04,Chennai,10,9,0,1,1380.0,76.4,82.2,0.72,1,False,2.5,56.2,uploaded
538,2025-01-22,18:21,Bangalore,10,3,2,5,1218.5,26.1,68.2,2.7,4,True,6.8,73.4,uploaded
539,2025-08-14,13:44,Pune,6,1,3,2,380.8,44.0,25.9,0.71,1,True,7.0,72.6,uploaded
540,2025-05-28,11:27,Pune,4,2,0,2,1811.3,24.7,36.6,3.28,2,False,6.1,86.1,fridge_cam
541,2025-04-27,22:55,Pune,6,4,2,0,313.8,64.7,73.2,0.97,0,False,7.1,67.5,fridge_cam
542,2025-09-26,15:31,Delhi,10,4,1,5,440.4,65.9,64.2,3.3,1,False,3.3,76.2,phone_camera
543,2025-06-23,15:01,Pune,5,2,2,1,1372.2,40.8,29.2,0.53,1,False,1.8,81.6,uploaded
544,2025-05-12,12:36,Pune,10,8,1,1,1705.2,13.4,46.0,2.96,1,False,7.5,89.2,uploaded
545,2025-04-19,16:51,Mumbai,12,2,3,7,1867.5,90.4,20.6,3.11,2,False,6.2,88.0,fridge_cam
546,2025-07-23,12:29,Kolkata,5,5,0,0,1680.1,83.5,36.4,1.11,0,True,3.2,73.6,uploaded
547,2025-02-24,09:04,Bangalore,3,0,1,2,831.9,64.0,70.0,1.78,0,False,2.0,65.3,phone_camera
548,2025-06-14,15:19,Mumbai,4,2,0,2,1195.8,107.4,55.7,2.1,0,True,3.3,78.9,phone_camera
549,2025-01-12,14:34,Kolkata,8,8,0,0,1597.0,29.2,52.5,3.03,0,True,5.3,82.5,phone_camera
550,2025-07-03,10:00,Pune,6,6,0,0,1279.0,25.5,61.2,2.81,0,False,2.1,79.3,uploaded
551,2025-04-13,20:50,Mumbai,8,1,5,2,284.9,74.9,84.6,3.12,1,True,6.8,68.1,webcam
552,2025-12-13,22:21,Hyderabad,5,5,0,0,1750.2,42.0,51.5,3.38,0,True,1.7,86.7,webcam
553,2025-12-18,16:19,Chennai,8,6,2,0,506.3,92.3,29.4,2.31,0,True,6.0,81.3,uploaded
554,2025-11-12,09:35,Delhi,6,1,1,4,1760.5,25.9,69.4,2.0,2,False,1.7,79.3,webcam
555,2025-02-21,15:32,Delhi,10,3,7,0,1426.9,114.9,43.1,3.54,0,True,4.2,65.2,fridge_cam
556,2025-05-04,15:57,Bangalore,10,7,3,0,1679.3,92.3,79.4,3.54,0,True,3.8,62.0,phone_camera
557,2025-12-14,12:02,Delhi,8,3,1,4,1022.2,48.9,71.6,3.35,3,True,4.2,57.0,fridge_cam
558,2025-07-14,07:59,Bangalore,3,3,0,0,1236.0,84.1,21.4,3.78,0,False,1.6,56.7,uploaded
559,2025-03-13,14:31,Delhi,8,5,1,2,1758.2,81.3,39.5,1.13,1,True,5.7,84.3,phone_camera
560,2025-05-17,12:20,Hyderabad,12,6,4,2,1617.6,52.7,20.5,3.59,2,True,1.1,73.0,webcam
561,2025-09-04,12:45,Pune,9,3,4,2,1247.1,80.5,55.8,2.48,2,True,4.9,85.0,uploaded
562,2025-07-11,06:06,Kolkata,12,2,1,9,1144.5,18.1,75.3,2.1,0,True,4.6,88.8,uploaded
563,2025-12-05,10:26,Mumbai,10,10,0,0,751.2,96.1,45.0,2.9,0,True,4.6,86.7,uploaded
564,2025-08-16,12:04,Mumbai,9,5,0,4,350.2,77.6,80.3,3.65,4,True,1.8,66.4,uploaded
565,2025-06-20,13:31,Bangalore,9,2,5,2,1386.6,16.9,84.6,3.57,1,False,6.3,69.8,fridge_cam
566,2025-10-04,20:10,Bangalore,4,3,0,1,372.2,46.3,60.1,1.18,0,True,7.1,89.5,phone_camera
567,2025-06-01,12:12,Delhi,7,1,1,5,924.1,88.5,43.3,2.57,5,False,3.3,65.6,fridge_cam
568,2025-12-09,10:07,Hyderabad,9,5,2,2,1725.2,104.1,56.6,2.65,2,True,1.7,59.4,fridge_cam
569,2025-08-09,07:57,Kolkata,8,8,0,0,832.5,34.0,24.9,0.73,0,False,3.6,74.1,uploaded
570,2025-10-14,13:34,Bangalore,8,6,2,0,1620.6,42.2,86.3,0.77,0,True,2.2,81.0,phone_camera
571,2025-07-12,20:52,Mumbai,7,1,0,6,1299.6,89.7,93.1,3.81,3,False,3.6,81.8,webcam
572,2025-01-28,13:57,Hyderabad,9,7,2,0,619.6,117.7,53.0,2.88,0,False,3.2,58.3,fridge_cam
573,2025-02-24,09:33,Mumbai,6,4,1,1,1975.3,16.0,20.9,2.85,1,True,5.4,63.6,phone_camera
574,2025-08-07,10:52,Chennai,10,10,0,0,580.1,83.1,52.8,1.88,0,False,1.7,88.1,fridge_cam
575,2025-08-23,20:33,Hyderabad,10,8,2,0,1121.6,43.5,84.0,2.69,0,False,4.3,75.3,webcam
576,2025-02-15,15:26,Chennai,4,2,2,0,1365.2,77.3,89.8,2.56,0,True,5.5,75.0,fridge_cam
577,2025-11-28,12:08,Kolkata,4,0,4,0,1087.7,66.8,49.8,2.32,0,False,2.0,55.7,phone_camera
578,2025-11-08,07:56,Delhi,9,5,0,4,1848.6,38.8,27.2,3.14,0,False,8.0,68.1,webcam
579,2025-03-27,15:38,Delhi,6,1,2,3,1057.5,15.8,73.4,2.71,3,True,8.0,73.9,phone_camera
580,2025-05-25,16:13,Hyderabad,12,7,0,5,1922.4,69.7,49.9,1.0,4,False,3.9,68.2,webcam
581,2025-11-11,18:48,Chennai,6,2,2,2,1987.4,89.3,94.0,0.92,2,True,7.5,87.1,phone_camera
582,2025-02-06,07:02,Hyderabad,7,5,0,2,1578.7,73.5,23.2,0.67,0,True,3.0,89.2,uploaded
583,2025-12-09,11:56,Mumbai,3,1,1,1,1636.8,89.5,36.3,1.22,0,False,1.4,86.0,uploaded
584,2025-07-06,08:48,Bangalore,4,4,0,0,1610.6,61.6,84.0,2.81,0,True,7.7,77.5,phone_camera
585,2025-08-05,21:57,Delhi,4,0,0,4,1175.6,24.7,73.1,3.63,3,False,7.9,80.6,uploaded
586,2025-02-08,10:17,Pune,12,6,1,5,308.7,105.3,90.0,2.55,0,False,5.9,89.1,fridge_cam
587,2025-07-06,21:05,Delhi,4,4,0,0,831.6,15.7,51.8,3.74,0,False,2.1,82.0,phone_camera
588,2025-12-25,20:29,Chennai,10,8,1,1,1417.0,116.9,29.2,0.73,0,True,4.4,80.2,uploaded
589,2025-01-05,11:41,Bangalore,3,3,0,0,1239.4,56.6,32.1,1.47,0,True,4.1,89.7,fridge_cam
590,2025-01-08,21:32,Pune,6,0,5,1,1558.5,56.2,78.7,1.5,1,False,6.2,58.1,uploaded
591,2025-10-21,22:31,Pune,11,10,1,0,689.1,88.1,72.4,0.53,0,True,3.6,85.1,uploaded
592,2025-11-22,12:30,Delhi,11,7,0,4,869.9,118.7,79.4,2.36,2,False,4.4,79.3,uploaded
593,2025-10-05,14:47,Bangalore,8,3,0,5,718.2,12.0,57.9,1.28,1,True,3.4,71.1,webcam
594,2025-03-14,18:19,Kolkata,7,1,1,5,629.4,97.8,74.8,0.51,2,False,3.6,80.9,uploaded
595,2025-10-05,19:27,Mumbai,6,0,2,4,461.9,82.3,56.8,2.0,1,True,6.6,88.8,webcam
596,2025-01-05,14:20,Hyderabad,10,1,0,9,1590.6,88.8,70.8,2.0,1,False,5.6,63.4,uploaded
597,2025-04-22,13:48,Kolkata,12,7,4,1,1303.1,32.3,57.9,3.04,1,False,4.9,62.4,uploaded
598,2025-03-12,22:07,Bangalore,11,9,2,0,578.7,105.8,52.5,2.38,0,False,2.3,60.0,fridge_cam
599,2025-08-18,21:14,Pune,3,3,0,0,1337.2,24.6,63.5,2.33,0,False,7.5,75.9,webcam
600,2025-03-20,17:03,Hyderabad,6,1,2,3,910.3,26.9,74.0,1.93,3,True,4.7,86.4,uploaded
601,2025-12-15,19:28,Pune,9,7,1,1,1481.6,87.1,56.2,2.36,0,True,3.5,75.2,fridge_cam
602,2025-04-02,17:13,Pune,9,8,0,1,1074.6,14.7,51.8,3.91,0,False,1.8,79.8,phone_camera
603,2025-08-07,18:22,Chennai,5,2,3,0,1150.7,40.1,65.4,2.65,0,False,1.6,59.9,fridge_cam
604,2025-06-16,11:16,Bangalore,3,3,0,0,925.3,32.4,61.3,2.17,0,False,5.6,73.3,webcam
605,2025-09-22,15:53,Mumbai,3,3,0,0,1114.6,88.3,46.6,3.21,0,True,5.1,83.4,uploaded
606,2025-12-09,16:44,Chennai,9,9,0,0,1873.6,17.1,40.0,0.6,0,True,3.4,76.3,fridge_cam
607,2025-06-08,18:53,Delhi,7,3,2,2,1313.5,53.1,73.7,2.21,2,False,4.2,60.2,phone_camera
608,2025-12-22,08:48,Delhi,9,4,3,2,1881.8,36.1,22.6,1.02,0,True,4.2,67.7,webcam
609,2025-08-25,19:44,Hyderabad,10,6,4,0,637.8,69.1,22.9,1.62,0,False,2.7,74.4,webcam
610,2025-03-25,07:31,Delhi,4,3,0,1,1770.2,16.0,50.2,3.51,0,False,3.6,86.0,fridge_cam
611,2025-11-06,10:55,Delhi,12,3,9,0,661.0,49.2,52.7,1.14,0,True,1.7,81.0,fridge_cam
612,2025-10-26,17:41,Chennai,7,1,1,5,1837.9,54.2,65.0,1.23,0,True,4.9,66.1,fridge_cam
613,2025-01-12,19:38,Delhi,12,0,7,5,1475.1,11.4,52.4,3.36,3,True,5.6,57.2,phone_camera
614,2025-01-23,22:41,Chennai,11,7,2,2,314.9,101.0,93.6,2.9,2,True,6.8,60.1,fridge_cam
615,2025-08-26,22:37,Hyderabad,8,2,4,2,1563.9,107.8,49.7,2.27,0,True,6.5,61.5,fridge_cam
616,2025-02-17,17:03,Delhi,3,2,0,1,890.0,15.7,90.2,3.1,0,True,5.6,56.9,fridge_cam
617,2025-06-09,08:35,Delhi,11,9,1,1,690.2,11.7,85.5,2.4,1,False,7.9,71.1,phone_camera
618,2025-11-12,14:32,Bangalore,10,10,0,0,750.9,61.9,45.2,1.83,0,True,7.0,87.4,webcam
619,2025-10-21,15:17,Pune,8,6,0,2,904.4,21.9,20.8,0.84,2,True,7.4,56.8,uploaded
620,2025-01-28,17:01,Delhi,8,6,1,1,1311.6,101.8,83.9,2.75,1,False,3.3,73.8,phone_camera
621,2025-10-04,15:31,Delhi,10,9,0,1,606.4,26.7,62.5,2.58,0,False,7.1,57.9,uploaded
622,2025-03-15,19:58,Kolkata,3,0,0,3,689.6,17.8,77.3,3.54,1,False,5.7,63.0,webcam
623,2025-01-05,19:41,Bangalore,4,0,4,0,1571.4,24.7,56.4,1.17,0,True,7.6,82.6,webcam
624,2025-02-09,17:10,Mumbai,12,8,1,3,1083.4,111.4,79.6,1.23,3,True,6.6,80.8,phone_camera
625,2025-11-05,17:26,Delhi,11,7,2,2,926.1,108.9,61.4,1.95,2,True,6.2,88.5,webcam
626,2025-09-19,17:58,Pune,3,0,2,1,1556.6,69.9,44.6,3.41,0,True,7.0,64.4,fridge_cam
627,2025-09-21,07:30,Bangalore,10,8,0,2,1317.8,110.2,80.0,2.67,2,True,6.6,85.8,webcam
628,2025-05-14,19:05,Hyderabad,8,1,4,3,1384.1,47.5,28.3,0.83,0,False,7.4,69.5,phone_camera
629,2025-09-18,17:18,Kolkata,9,6,3,0,1610.8,83.4,37.6,3.56,0,True,4.5,83.1,uploaded
630,2025-10-12,07:10,Pune,9,5,4,0,611.5,41.0,78.0,0.96,0,False,2.3,68.3,fridge_cam
631,2025-09-21,18:06,Delhi,11,4,1,6,892.9,27.6,58.8,1.91,5,False,4.8,57.1,fridge_cam
632,2025-11-12,08:40,Mumbai,6,1,0,5,339.0,117.6,45.9,0.9,0,False,7.3,60.7,fridge_cam
633,2025-05-15,12:28,Mumbai,10,3,4,3,1546.7,34.9,66.5,3.32,0,False,6.3,57.7,uploaded
634,2025-06-17,16:42,Hyderabad,11,2,2,7,1980.5,112.6,40.5,1.19,3,False,5.9,78.8,fridge_cam
635,2025-08-09,06:55,Bangalore,3,3,0,0,551.6,62.4,63.1,1.97,0,False,3.9,70.4,webcam
636,2025-04-24,15:16,Mumbai,9,1,8,0,791.8,19.5,22.8,1.61,0,False,1.5,86.4,phone_camera
637,2025-03-17,19:15,Delhi,7,1,2,4,1184.9,10.7,92.2,3.46,0,False,1.3,84.1,uploaded
638,2025-05-11,12:15,Bangalore,7,1,2,4,1440.4,48.5,33.4,0.84,2,False,5.3,64.7,webcam
639,2025-06-16,13:12,Bangalore,9,4,0,5,965.8,116.9,40.3,3.03,0,True,2.9,77.0,webcam
640,2025-02-19,17:30,Pune,3,0,3,0,383.8,115.3,87.8,0.86,0,True,3.0,85.0,fridge_cam
641,2025-09-16,12:24,Hyderabad,8,8,0,0,265.3,105.9,33.1,1.88,0,True,4.7,63.4,webcam
642,2025-09-05,20:45,Mumbai,9,8,1,0,1962.3,81.7,21.7,2.58,0,False,7.5,82.6,uploaded
643,2025-01-08,06:42,Chennai,7,4,2,1,879.8,10.3,46.8,3.03,0,True,6.9,71.8,phone_camera
644,2025-08-21,18:15,Pune,3,0,1,2,1990.4,98.9,54.3,1.08,1,True,6.8,76.5,fridge_cam
645,2025-03-21,18:56,Chennai,3,2,0,1,797.5,15.3,54.8,1.75,1,True,2.2,81.5,fridge_cam
646,2025-06-28,12:36,Bangalore,7,3,0,4,1799.5,94.6,83.3,0.84,2,False,3.1,69.7,uploaded
647,2025-03-15,14:56,Chennai,3,0,3,0,1461.2,19.9,69.1,1.35,0,False,1.6,57.4,webcam
648,2025-07-10,07:41,Kolkata,6,3,2,1,481.5,49.7,41.6,3.39,1,True,1.3,59.5,phone_camera
649,2025-05-07,17:54,Bangalore,5,1,4,0,1296.6,77.8,60.3,2.59,0,False,7.1,74.7,phone_camera
650,2025-11-16,14:55,Bangalore,5,2,0,3,779.7,75.6,66.7,2.1,3,False,3.2,60.7,fridge_cam
651,2025-04-14,21:26,Bangalore,9,3,4,2,824.7,59.9,35.8,3.07,0,True,1.9,57.5,phone_camera
652,2025-04-21,14:11,Chennai,11,7,2,2,742.4,91.1,36.1,3.27,1,False,6.3,70.9,phone_camera
653,2025-04-18,10:23,Mumbai,12,6,4,2,869.0,41.5,22.7,3.5,1,True,7.5,66.9,webcam
654,2025-04-22,15:50,Bangalore,8,1,7,0,956.0,103.5,90.5,2.01,0,False,4.3,88.7,uploaded
655,2025-01-18,07:42,Chennai,8,6,0,2,270.0,33.5,21.5,1.13,0,True,2.5,66.8,fridge_cam
656,2025-07-20,22:14,Mumbai,4,1,0,3,543.9,71.1,88.3,0.85,1,True,3.9,63.1,phone_camera
657,2025-05-09,16:12,Bangalore,9,2,1,6,391.5,81.1,40.0,0.94,4,False,4.4,85.2,uploaded
658,2025-02-22,09:40,Delhi,11,8,0,3,1570.8,21.0,33.4,2.38,1,True,7.3,79.7,uploaded
659,2025-05-14,07:13,Mumbai,6,2,2,2,1491.1,100.5,62.2,1.16,0,False,4.1,74.9,phone_camera
660,2025-02-12,15:21,Delhi,5,1,4,0,447.8,116.4,90.4,3.05,0,True,5.4,55.2,phone_camera
661,2025-05-01,13:00,Hyderabad,6,2,3,1,1301.5,77.8,52.5,2.62,0,False,1.1,79.4,uploaded
662,2025-10-19,12:42,Hyderabad,10,9,1,0,1911.3,119.8,94.9,0.93,0,False,2.9,59.1,phone_camera
663,2025-01-05,15:05,Delhi,4,4,0,0,806.3,64.4,88.5,2.32,0,True,7.3,87.2,phone_camera
664,2025-03-16,07:08,Hyderabad,8,3,1,4,1595.3,75.2,50.1,3.87,4,False,6.7,87.7,fridge_cam
665,2025-04-03,08:24,Mumbai,11,11,0,0,1844.8,16.5,70.3,1.92,0,False,5.9,63.9,uploaded
666,2025-12-12,15:47,Mumbai,6,6,0,0,340.7,47.4,52.9,0.73,0,True,5.8,89.9,phone_camera
667,2025-07-02,16:35,Bangalore,10,5,4,1,1297.7,76.9,94.1,3.54,1,True,2.8,60.6,webcam
668,2025-03-24,09:10,Delhi,7,4,2,1,1473.0,116.2,61.1,0.66,0,True,6.3,86.3,webcam
669,2025-05-02,09:20,Chennai,11,0,10,1,1636.7,43.2,27.8,0.51,0,False,1.1,57.8,phone_camera
670,2025-12-06,18:58,Mumbai,7,7,0,0,1610.5,38.0,86.7,1.1,0,False,4.2,66.2,fridge_cam
671,2025-05-11,12:38,Pune,6,5,0,1,916.1,103.2,29.5,0.59,0,False,3.0,77.0,phone_camera
672,2025-12-23,18:33,Pune,8,3,4,1,807.4,78.8,53.9,3.35,1,True,1.1,58.4,webcam
673,2025-07-13,09:59,Delhi,5,1,2,2,1790.7,95.7,60.3,2.62,1,True,2.1,76.3,uploaded
674,2025-10-14,13:22,Kolkata,12,11,0,1,1844.9,101.4,71.5,2.68,0,False,3.4,62.5,webcam
675,2025-11-28,17:57,Mumbai,10,0,2,8,630.6,75.8,20.1,1.86,4,True,4.3,71.8,fridge_cam
676,2025-06-07,20:05,Bangalore,11,7,1,3,449.0,85.3,44.2,1.34,0,True,2.4,85.4,fridge_cam
677,2025-05-15,14:58,Chennai,9,9,0,0,543.5,109.7,25.2,0.85,0,False,4.5,76.4,fridge_cam
678,2025-11-14,12:05,Delhi,5,1,3,1,744.7,33.3,64.5,3.42,0,True,5.5,77.9,fridge_cam
679,2025-02-12,18:40,Delhi,12,1,3,8,552.8,100.2,48.4,2.24,3,False,3.1,85.9,phone_camera
680,2025-06-06,11:32,Kolkata,8,1,4,3,1350.0,33.4,86.1,2.9,2,False,6.1,83.8,uploaded
681,2025-12-09,19:22,Bangalore,12,9,1,2,1020.9,70.5,94.9,1.27,0,True,5.7,72.4,uploaded
682,2025-05-03,10:12,Pune,7,0,6,1,1901.5,91.2,25.7,1.48,0,False,2.8,71.1,phone_camera
683,2025-01-04,18:12,Mumbai,3,3,0,0,1095.4,12.3,34.2,1.44,0,False,1.7,55.6,fridge_cam
684,2025-11-13,12:52,Bangalore,5,3,2,0,1881.8,28.4,89.9,3.06,0,False,7.6,64.2,fridge_cam
