waste_id,food_name,category,month,year,wasted_grams,wasted_calories,wasted_cost_inr,co2_kg,waste_reason,household_size,income_bracket,city,had_smart_fridge,prevented_by_ai
544,blueberry,Fruit,Jul,2025,77,43.9,13.11,0.24,not_preferred,2,medium,Hyderabad,False,False
545,grape,Fruit,Sep,2025,45,31.1,13.62,0.165,expired,5,medium,Kolkata,False,True
546,lentils,Legume,Aug,2024,149,172.8,42.5,0.29,improper_storage,1,low,Bangalore,True,False
547,blueberry,Fruit,Aug,2024,207,118.0,13.31,0.181,improper_storage,6,high,Bangalore,True,False
548,lemon,Fruit,May,2025,451,130.8,18.05,0.279,improper_storage,3,medium,Chennai,True,True
549,lemon,Fruit,Dec,2025,340,98.6,51.23,0.248,power_cut,2,medium,Hyderabad,True,False
550,avocado,Fruit,Jul,2024,9,14.4,3.08,0.016,forgotten,3,high,Bangalore,True,False
551,tomato,Vegetable,Nov,2024,487,170.5,149.3,1.811,not_preferred,1,medium,Hyderabad,True,False
552,tofu,Protein,Jul,2025,194,147.4,17.68,0.315,over_purchased,1,low,Kolkata,True,True
553,mushroom,Vegetable,Oct,2025,496,109.1,140.85,2.334,expired,6,high,Kolkata,True,False
554,orange,Fruit,Dec,2025,270,167.4,69.28,0.989,power_cut,3,low,Bangalore,False,False
555,olive_oil,Oil,Sep,2024,57,503.9,8.01,0.022,expired,5,medium,Hyderabad,False,True
556,avocado,Fruit,Jul,2024,417,667.2,84.08,1.599,forgotten,2,medium,Chennai,False,True
557,walnut,Nut,Sep,2024,338,2210.5,92.68,1.24,expired,2,medium,Chennai,False,True
558,watermelon,Fruit,Oct,2024,79,23.7,4.73,0.266,quality_issue,2,high,Bangalore,True,True
559,strawberry,Fruit,Mar,2025,349,171.0,60.35,1.411,quality_issue,5,high,Delhi,False,True
560,cauliflower,Vegetable,Dec,2025,380,95.0,147.69,0.77,quality_issue,6,low,Chennai,False,False
561,lemon,Fruit,Oct,2025,16,4.6,3.31,0.078,over_purchased,6,low,Mumbai,False,False
562,carrot,Vegetable,Jan,2025,299,155.5,42.04,0.202,forgotten,6,medium,Delhi,True,True
563,garlic,Vegetable,May,2024,165,245.8,22.68,0.721,quality_issue,2,high,Delhi,True,False
564,orange,Fruit,Mar,2025,457,283.3,53.46,0.979,forgotten,3,high,Kolkata,False,True
565,tomato,Vegetable,Jan,2025,108,37.8,32.59,0.503,forgotten,4,low,Kolkata,True,True
566,watermelon,Fruit,Mar,2024,63,18.9,17.53,0.226,improper_storage,6,medium,Bangalore,True,True
567,almond,Nut,Jun,2024,487,2819.7,37.08,0.63,not_preferred,6,low,Chennai,True,True
568,mango,Fruit,Apr,2024,264,158.4,65.14,1.251,power_cut,5,medium,Hyderabad,True,False
569,avocado,Fruit,Apr,2024,105,168.0,4.96,0.354,expired,6,high,Hyderabad,False,True
570,peach,Fruit,Mar,2025,9,3.5,3.13,0.038,power_cut,6,high,Pune,True,False
571,cream,Dairy,Nov,2025,61,207.4,7.83,0.077,over_purchased,2,high,Mumbai,False,True
572,garlic,Vegetable,Nov,2025,277,412.7,62.08,1.09,improper_storage,5,low,Bangalore,False,False
573,chicken,Protein,May,2024,26,62.1,2.5,0.042,over_purchased,2,high,Delhi,False,False
574,yogurt,Dairy,Oct,2024,139,139.0,5.62,0.516,not_preferred,6,medium,Chennai,True,True
575,cheese,Dairy,Mar,2025,464,1865.3,77.9,2.284,not_preferred,5,high,Hyderabad,True,True
576,lettuce,Vegetable,Apr,2025,237,35.6,41.03,0.713,not_preferred,2,high,Pune,True,False
577,tuna,Protein,Nov,2024,200,264.0,32.42,0.539,improper_storage,3,low,Kolkata,True,False
578,cream,Dairy,Jun,2024,435,1479.0,53.63,0.826,over_purchased,4,medium,Hyderabad,True,True
579,peas,Vegetable,Jan,2024,97,78.6,10.73,0.186,improper_storage,1,medium,Delhi,False,False
580,orange,Fruit,Jul,2025,487,301.9,141.41,0.846,improper_storage,5,high,Delhi,True,False
581,milk,Dairy,Feb,2025,62,92.4,2.99,0.031,expired,1,low,Mumbai,True,False
582,beef,Protein,Jun,2025,213,532.5,7.3,0.987,power_cut,2,low,Kolkata,False,False
583,banana,Fruit,Jan,2025,304,319.2,84.67,0.504,improper_storage,5,high,Kolkata,False,False
584,chickpeas,Legume,Jun,2025,390,639.6,21.27,0.317,over_purchased,6,medium,Bangalore,False,True
585,mushroom,Vegetable,Nov,2024,333,73.3,36.31,0.779,quality_issue,6,low,Hyderabad,False,True
586,rice,Grain,Dec,2024,402,828.1,19.09,0.922,power_cut,4,medium,Delhi,False,False
587,zucchini,Vegetable,Jan,2025,414,70.4,157.96,0.543,over_purchased,1,medium,Delhi,False,True
588,pineapple,Fruit,Apr,2025,355,177.5,138.66,1.478,forgotten,2,high,Chennai,False,True
589,oats,Grain,Dec,2024,249,968.6,71.93,0.803,improper_storage,1,high,Hyderabad,False,True
590,almond,Nut,Nov,2024,131,758.5,4.91,0.129,expired,1,medium,Pune,False,True
591,potato,Vegetable,Jan,2025,106,81.6,38.59,0.135,expired,6,high,Kolkata,False,False
592,milk,Dairy,Jan,2025,263,391.9,74.8,0.427,forgotten,3,low,Chennai,True,True
593,butter,Dairy,Mar,2025,214,1534.4,37.5,0.578,improper_storage,2,high,Delhi,True,True
594,olive_oil,Oil,Dec,2025,260,2298.4,60.3,0.424,improper_storage,6,medium,Chennai,True,True
595,cauliflower,Vegetable,Dec,2024,40,10.0,10.77,0.191,not_preferred,2,low,Hyderabad,False,True
596,almond,Nut,Dec,2024,275,1592.2,65.27,0.264,improper_storage,3,low,Kolkata,False,False
597,avocado,Fruit,Dec,2025,190,304.0,37.1,0.15,not_preferred,6,high,Kolkata,True,False
598,broccoli,Vegetable,Jun,2025,241,132.6,93.3,1.021,over_purchased,1,medium,Kolkata,False,True
599,zucchini,Vegetable,Apr,2024,135,23.0,51.01,0.513,power_cut,6,high,Kolkata,True,False
600,zucchini,Vegetable,Sep,2024,37,6.3,2.86,0.044,improper_storage,6,low,Pune,True,False
601,onion,Vegetable,Apr,2025,138,55.2,51.99,0.536,not_preferred,2,high,Pune,False,False
602,pasta,Grain,May,2025,359,789.8,135.58,0.565,expired,5,high,Bangalore,True,True
603,corn,Vegetable,Jan,2025,138,118.7,14.08,0.199,power_cut,2,low,Hyderabad,False,False
604,zucchini,Vegetable,Sep,2025,164,27.9,50.89,0.776,quality_issue,1,low,Delhi,True,True
605,apple,Fruit,Aug,2025,499,474.1,190.51,1.756,power_cut,4,medium,Pune,True,False
606,watermelon,Fruit,Jul,2025,347,104.1,83.76,1.273,quality_issue,5,low,Kolkata,True,False
607,cream,Dairy,Jan,2025,344,1169.6,129.53,0.732,quality_issue,5,high,Hyderabad,True,False
608,almond,Nut,Mar,2024,348,2014.9,130.93,1.654,quality_issue,4,high,Pune,True,True
609,butter,Dairy,Apr,2025,36,258.1,12.8,0.029,not_preferred,2,medium,Chennai,True,True
610,tuna,Protein,Jul,2025,171,225.7,55.13,0.172,quality_issue,4,medium,Delhi,False,False
611,peas,Vegetable,Mar,2024,353,285.9,126.2,1.313,not_preferred,6,high,Delhi,True,False
612,lettuce,Vegetable,Sep,2025,332,49.8,56.88,1.249,not_preferred,5,high,Kolkata,True,False
613,chicken,Protein,Jan,2024,169,403.9,21.46,0.279,expired,5,high,Pune,True,True
614,lettuce,Vegetable,Feb,2025,408,61.2,162.54,1.392,not_preferred,2,high,Delhi,True,True
615,pineapple,Fruit,Nov,2025,125,62.5,45.85,0.308,forgotten,5,low,Hyderabad,False,True
616,almond,Nut,Jun,2025,406,2350.7,98.07,1.28,improper_storage,2,high,Pune,False,True
617,bread,Grain,Mar,2024,238,630.7,34.86,1.123,forgotten,4,low,Chennai,False,True
618,bell_pepper,Vegetable,May,2025,196,60.8,6.28,0.901,forgotten,6,low,Mumbai,True,True
619,tomato,Vegetable,Sep,2024,400,140.0,137.1,1.732,improper_storage,1,medium,Hyderabad,False,True
620,tuna,Protein,Oct,2024,351,463.3,63.65,1.731,forgotten,5,medium,Delhi,False,True
621,zucchini,Vegetable,Jan,2024,321,54.6,79.32,0.361,not_preferred,6,high,Pune,True,True
622,lettuce,Vegetable,Apr,2024,136,20.4,38.37,0.5,expired,6,medium,Kolkata,True,True
623,yogurt,Dairy,May,2024,189,189.0,27.89,0.776,expired,5,low,Bangalore,False,True
624,walnut,Nut,Feb,2024,451,2949.5,77.29,2.206,over_purchased,5,low,Mumbai,True,False
625,pineapple,Fruit,Dec,2025,114,57.0,31.71,0.5,quality_issue,1,low,Chennai,True,True
626,pear,Fruit,Feb,2024,99,56.4,35.13,0.103,not_preferred,5,high,Pune,True,False
627,yogurt,Dairy,Apr,2025,457,457.0,34.06,2.244,improper_storage,1,low,Mumbai,True,False
628,tuna,Protein,Feb,2025,43,56.8,7.54,0.032,quality_issue,2,high,Mumbai,True,True
629,bell_pepper,Vegetable,Mar,2024,312,96.7,64.7,1.034,quality_issue,3,high,Kolkata,True,False
630,pineapple,Fruit,Dec,2024,364,182.0,98.81,1.217,quality_issue,5,high,Bangalore,True,False
631,peas,Vegetable,Nov,2024,123,99.6,4.67,0.098,not_preferred,1,medium,Delhi,True,True
632,mushroom,Vegetable,May,2024,353,77.7,68.83,0.192,quality_issue,1,medium,Pune,True,True
633,peas,Vegetable,Nov,2024,134,108.5,36.97,0.28,forgotten,6,low,Hyderabad,True,True
634,lentils,Legume,Nov,2024,253,293.5,25.42,0.988,forgotten,5,medium,Mumbai,False,True
635,grape,Fruit,Jul,2025,380,262.2,151.82,0.677,over_purchased,5,high,Chennai,False,False
636,watermelon,Fruit,Oct,2025,457,137.1,179.49,1.134,not_preferred,3,high,Chennai,True,True
637,banana,Fruit,Apr,2024,178,186.9,69.7,0.43,over_purchased,6,high,Mumbai,False,False
638,strawberry,Fruit,Jul,2025,234,114.7,64.82,0.088,power_cut,5,medium,Kolkata,True,False
639,chicken,Protein,Nov,2024,93,222.3,35.2,0.389,quality_issue,6,low,Hyderabad,False,False
640,strawberry,Fruit,Jul,2025,137,67.1,4.82,0.301,expired,5,high,Delhi,False,True
641,mango,Fruit,Mar,2025,163,97.8,52.94,0.622,forgotten,5,medium,Hyderabad,True,True
642,peas,Vegetable,Oct,2024,6,4.9,0.82,0.025,quality_issue,6,medium,Hyderabad,True,False
643,milk,Dairy,May,2025,499,743.5,21.54,1.706,improper_storage,6,low,Kolkata,False,True
644,beef,Protein,Jun,2024,63,157.5,5.86,0.186,expired,2,medium,Delhi,True,True
645,cream,Dairy,Mar,2025,152,516.8,50.57,0.061,quality_issue,5,medium,Hyderabad,True,True
646,pineapple,Fruit,Jan,2025,25,12.5,9.83,0.028,not_preferred,6,low,Chennai,False,False
647,carrot,Vegetable,May,2025,173,90.0,44.52,0.06,forgotten,1,medium,Hyderabad,False,False
648,onion,Vegetable,Aug,2025,375,150.0,96.73,0.755,power_cut,6,low,Kolkata,False,False
649,strawberry,Fruit,Nov,2025,128,62.7,50.65,0.217,quality_issue,6,high,Hyderabad,True,True
650,beef,Protein,Feb,2024,190,475.0,25.39,0.383,power_cut,5,low,Chennai,True,False
651,zucchini,Vegetable,May,2025,455,77.3,130.97,1.962,power_cut,2,low,Kolkata,True,False
652,blueberry,Fruit,Aug,2025,319,181.8,84.59,0.598,power_cut,2,medium,Hyderabad,False,False
653,almond,Nut,Jun,2025,112,648.5,3.51,0.18,not_preferred,1,high,Kolkata,False,False
654,cream,Dairy,Jul,2024,333,1132.2,93.03,1.211,expired,5,high,Kolkata,True,True
655,apple,Fruit,Mar,2025,369,350.6,146.11,1.359,power_cut,1,low,Chennai,True,False
656,yogurt,Dairy,Apr,2024,302,302.0,90.39,0.491,forgotten,1,medium,Bangalore,False,False
657,potato,Vegetable,Jan,2024,114,87.8,41.0,0.262,forgotten,6,medium,Kolkata,True,True
658,cucumber,Vegetable,Jul,2025,297,47.5,102.64,0.146,over_purchased,1,medium,Pune,False,False
659,lentils,Legume,Jul,2025,206,239.0,49.39,0.884,over_purchased,2,medium,Hyderabad,True,True
660,chickpeas,Legume,Jun,2025,347,569.1,117.49,0.729,forgotten,4,medium,Pune,True,False
661,pineapple,Fruit,Jun,2025,413,206.5,137.58,0.946,not_preferred,6,medium,Kolkata,False,False
662,corn,Vegetable,Jun,2025,158,135.9,5.54,0.205,improper_storage,5,medium,Chennai,False,True
663,orange,Fruit,Oct,2025,28,17.4,5.22,0.117,improper_storage,5,low,Hyderabad,True,False
664,beef,Protein,May,2024,329,822.5,59.37,0.337,over_purchased,4,high,Mumbai,False,True
665,onion,Vegetable,Oct,2025,212,84.8,20.92,0.589,improper_storage,4,medium,Pune,False,True
666,cheese,Dairy,Dec,2024,377,1515.5,41.41,1.353,improper_storage,1,low,Bangalore,False,False
667,potato,Vegetable,Dec,2025,395,304.2,111.74,0.801,over_purchased,1,low,Delhi,True,False
668,oats,Grain,Oct,2024,378,1470.4,124.25,1.292,over_purchased,6,high,Bangalore,True,False
669,potato,Vegetable,Jan,2025,154,118.6,36.2,0.664,improper_storage,4,medium,Delhi,False,True
670,kiwi,Fruit,Mar,2025,436,266.0,73.71,1.932,quality_issue,2,high,Kolkata,False,False
671,pear,Fruit,Mar,2024,73,41.6,15.68,0.336,quality_issue,4,low,Bangalore,False,False
672,mushroom,Vegetable,Jul,2024,214,47.1,42.61,1.07,expired,4,low,Bangalore,False,True
673,pasta,Grain,Feb,2025,99,217.8,18.12,0.361,improper_storage,4,high,Bangalore,False,False
674,tofu,Protein,Feb,2025,410,311.6,125.06,1.967,quality_issue,3,low,Mumbai,True,False
675,pineapple,Fruit,Apr,2025,484,242.0,142.27,1.831,forgotten,5,high,Delhi,False,False
676,pear,Fruit,Aug,2025,136,77.5,38.76,0.421,expired,3,high,Pune,True,False
677,mango,Fruit,Oct,2025,154,92.4,50.2,0.507,expired,6,medium,Hyderabad,True,True
678,kiwi,Fruit,Apr,2024,265,161.7,70.49,0.101,expired,6,low,Delhi,False,False
679,milk,Dairy,Nov,2024,4,6.0,0.62,0.017,quality_issue,5,medium,Chennai,True,False
680,grape,Fruit,Oct,2025,203,140.1,48.8,0.719,over_purchased,4,high,Hyderabad,True,True
681,strawberry,Fruit,Oct,2025,431,211.2,43.92,2.041,not_preferred,3,high,Bangalore,True,True
682,carrot,Vegetable,Jul,2024,28,14.6,9.2,0.11,expired,4,medium,Pune,True,True
683,apple,Fruit,Apr,2025,203,192.8,21.18,0.332,over_purchased,1,high,Kolkata,True,False
684,yogurt,Dairy,Jun,2025,402,402.0,15.01,1.182,expired,3,high,Hyderabad,False,False
685,butter,Dairy,Jan,2024,362,2595.5,144.07,1.439,not_preferred,3,high,Mumbai,False,True
686,kiwi,Fruit,Oct,2024,275,167.8,69.3,1.063,improper_storage,3,high,Delhi,False,False
687,bell_pepper,Vegetable,Oct,2024,403,124.9,148.78,1.836,not_preferred,3,high,Bangalore,True,True
688,pineapple,Fruit,Feb,2025,302,151.0,92.49,0.548,improper_storage,6,medium,Kolkata,False,True
689,spinach,Vegetable,Jul,2024,188,43.2,56.66,0.411,forgotten,1,medium,Chennai,True,True
690,peas,Vegetable,Apr,2024,100,81.0,33.74,0.32,improper_storage,4,low,Mumbai,True,False
691,corn,Vegetable,Nov,2025,282,242.5,74.12,0.607,not_preferred,4,low,Pune,True,True
692,bell_pepper,Vegetable,Apr,2024,346,107.3,14.72,1.251,over_purchased,4,low,Hyderabad,True,True
693,chickpeas,Legume,May,2024,164,269.0,29.5,0.145,forgotten,2,medium,Bangalore,True,True
694,banana,Fruit,Mar,2024,455,477.8,179.43,1.179,power_cut,2,high,Hyderabad,False,False
695,apple,Fruit,Mar,2025,194,184.3,42.01,0.542,improper_storage,1,low,Delhi,False,False
696,lettuce,Vegetable,Feb,2024,408,61.2,116.04,1.811,forgotten,4,medium,Pune,True,False
697,banana,Fruit,Jan,2025,7,7.4,2.19,0.024,improper_storage,4,medium,Delhi,True,False
698,beef,Protein,Aug,2024,393,982.5,44.63,0.79,quality_issue,4,high,Pune,True,False
699,rice,Grain,Jan,2025,329,677.7,112.0,0.418,improper_storage,6,low,Chennai,True,True
700,oats,Grain,Apr,2025,83,322.9,9.03,0.095,expired,4,low,Bangalore,False,False
701,avocado,Fruit,Apr,2025,20,32.0,4.61,0.045,expired,1,low,Pune,False,True
702,strawberry,Fruit,Dec,2024,204,100.0,17.13,0.751,over_purchased,3,low,Delhi,False,True
703,bread,Grain,Dec,2024,39,103.4,10.68,0.108,power_cut,5,low,Chennai,True,False
704,lettuce,Vegetable,Jun,2025,404,60.6,48.95,0.838,power_cut,2,low,Kolkata,False,False
705,potato,Vegetable,Dec,2025,193,148.6,72.68,0.939,improper_storage,5,low,Hyderabad,True,True
706,banana,Fruit,Sep,2025,378,396.9,79.63,0.952,forgotten,4,medium,Kolkata,False,False
707,avocado,Fruit,Mar,2025,259,414.4,71.37,0.098,power_cut,6,medium,Chennai,False,False
708,broccoli,Vegetable,May,2024,460,253.0,138.89,0.867,over_purchased,5,low,Delhi,False,False
709,pear,Fruit,Sep,2024,49,27.9,2.32,0.076,not_preferred,3,medium,Pune,False,False
710,almond,Nut,Sep,2025,261,1511.2,64.81,0.363,expired,1,high,Chennai,False,False
711,lentils,Legume,Dec,2025,481,558.0,53.6,1.441,quality_issue,4,medium,Kolkata,False,True
712,banana,Fruit,Jan,2024,441,463.1,136.8,0.655,improper_storage,5,medium,Kolkata,False,False
713,almond,Nut,May,2024,423,2449.2,146.59,1.871,power_cut,6,low,Kolkata,True,False
714,chickpeas,Legume,May,2025,187,306.7,20.63,0.845,forgotten,6,low,Pune,False,False
715,yogurt,Dairy,Nov,2024,20,20.0,2.51,0.083,improper_storage,3,high,Pune,False,False
716,onion,Vegetable,Mar,2025,403,161.2,31.64,0.446,power_cut,5,low,Delhi,True,False
717,egg,Protein,Nov,2024,229,178.6,28.81,0.684,expired,1,high,Chennai,False,False
718,potato,Vegetable,May,2025,392,301.8,87.26,1.605,quality_issue,1,high,Delhi,True,False
719,cucumber,Vegetable,Aug,2025,375,60.0,80.37,0.571,quality_issue,3,high,Pune,True,True
720,cucumber,Vegetable,Mar,2025,205,32.8,37.35,0.909,improper_storage,4,low,Chennai,True,False
721,walnut,Nut,Dec,2025,376,2459.0,106.33,1.776,power_cut,3,low,Delhi,False,False
722,egg,Protein,Jul,2024,196,152.9,36.27,0.483,forgotten,2,low,Kolkata,True,True
723,bread,Grain,Jul,2024,346,916.9,102.16,0.555,power_cut,3,medium,Bangalore,False,False
724,carrot,Vegetable,Feb,2025,352,183.0,103.09,1.007,over_purchased,5,low,Pune,True,False
725,almond,Nut,Sep,2024,214,1239.1,80.98,0.858,not_preferred,5,low,Mumbai,False,True
726,banana,Fruit,Apr,2024,191,200.5,47.58,0.067,forgotten,6,high,Hyderabad,True,False
727,zucchini,Vegetable,Mar,2024,362,61.5,143.91,0.368,improper_storage,3,low,Pune,False,False
728,cream,Dairy,Mar,2025,380,1292.0,111.68,0.289,improper_storage,5,medium,Pune,False,True
729,yogurt,Dairy,Aug,2025,188,188.0,10.54,0.294,improper_storage,1,medium,Mumbai,True,False
730,tuna,Protein,Jul,2024,497,656.0,51.39,0.267,not_preferred,6,high,Bangalore,False,True
731,orange,Fruit,Sep,2024,265,164.3,81.21,0.161,forgotten,6,high,Delhi,False,True
732,lemon,Fruit,Sep,2024,222,64.4,59.32,0.923,quality_issue,3,high,Hyderabad,False,False
733,bread,Grain,Sep,2025,327,866.5,35.5,1.09,expired,5,medium,Mumbai,True,False
734,tuna,Protein,Mar,2025,389,513.5,63.83,0.576,power_cut,4,medium,Pune,False,False
735,mushroom,Vegetable,Jul,2024,231,50.8,33.92,0.884,improper_storage,3,medium,Pune,True,True
736,oats,Grain,Apr,2024,157,610.7,52.13,0.774,not_preferred,4,low,Mumbai,True,False
737,pasta,Grain,Nov,2025,155,341.0,52.79,0.426,power_cut,3,medium,Hyderabad,True,False
738,olive_oil,Oil,Aug,2024,494,4367.0,41.48,1.358,forgotten,3,high,Hyderabad,True,True
739,orange,Fruit,May,2025,161,99.8,33.22,0.554,improper_storage,6,high,Kolkata,True,False
740,orange,Fruit,Mar,2025,412,255.4,37.93,1.653,over_purchased,1,low,Chennai,True,False
741,peach,Fruit,Feb,2024,146,56.9,27.43,0.56,forgotten,2,medium,Bangalore,True,False
742,spinach,Vegetable,Oct,2024,112,25.8,22.47,0.455,not_preferred,6,low,Bangalore,False,False
743,carrot,Vegetable,Jul,2025,187,97.2,69.08,0.831,quality_issue,1,low,Bangalore,True,False
744,grape,Fruit,Dec,2025,34,23.5,11.4,0.101,over_purchased,4,medium,Mumbai,True,False
745,olive_oil,Oil,Aug,2024,358,3164.7,70.76,0.536,forgotten,1,medium,Pune,True,False
746,tofu,Protein,Dec,2025,328,249.3,58.81,0.263,expired,5,low,Hyderabad,False,False
747,yogurt,Dairy,Feb,2025,389,389.0,24.4,1.122,not_preferred,2,low,Hyderabad,True,False
748,butter,Dairy,Oct,2025,136,975.1,6.95,0.455,expired,4,low,Delhi,False,True
749,walnut,Nut,May,2025,54,353.2,1.81,0.029,expired,6,low,Kolkata,False,True
750,mushroom,Vegetable,Oct,2024,335,73.7,50.77,0.783,over_purchased,1,low,Bangalore,True,False
751,watermelon,Fruit,Oct,2024,474,142.2,186.64,1.085,forgotten,1,low,Kolkata,False,False
752,pear,Fruit,Aug,2025,111,63.3,22.67,0.537,forgotten,2,low,Chennai,False,False
753,apple,Fruit,Dec,2025,47,44.6,18.31,0.101,expired,4,high,Pune,True,True
754,corn,Vegetable,Mar,2024,198,170.3,49.02,0.892,improper_storage,1,low,Delhi,True,True
755,carrot,Vegetable,Jan,2024,366,190.3,79.97,0.969,forgotten,6,high,Hyderabad,False,True
756,yogurt,Dairy,Oct,2025,56,56.0,3.36,0.021,expired,6,high,Hyderabad,False,True
757,garlic,Vegetable,Mar,2025,302,450.0,16.77,1.141,power_cut,2,medium,Pune,False,False
758,zucchini,Vegetable,Mar,2025,268,45.6,99.12,1.166,power_cut,3,high,Hyderabad,True,False
759,salmon,Protein,Apr,2024,266,553.3,57.03,0.221,forgotten,4,low,Mumbai,True,True
760,rice,Grain,Aug,2025,390,803.4,44.18,0.453,quality_issue,3,low,Kolkata,True,False
761,grape,Fruit,Jan,2025,190,131.1,70.57,0.312,over_purchased,6,medium,Bangalore,False,False
762,cherry,Fruit,Jul,2024,93,46.5,12.94,0.077,forgotten,4,low,Kolkata,True,False
763,beef,Protein,Jan,2025,314,785.0,119.68,0.504,expired,1,medium,Kolkata,False,False
764,cheese,Dairy,Jan,2024,384,1543.7,62.14,0.483,improper_storage,3,medium,Kolkata,False,False
765,cheese,Dairy,Apr,2025,310,1246.2,41.64,0.816,over_purchased,2,medium,Mumbai,True,False
766,tofu,Protein,May,2025,294,223.4,103.88,0.366,forgotten,3,high,Bangalore,True,True
767,peach,Fruit,May,2024,193,75.3,70.62,0.343,expired,4,high,Mumbai,True,True
768,beef,Protein,Sep,2025,49,122.5,15.55,0.243,quality_issue,2,medium,Pune,True,True
769,salmon,Protein,Jun,2024,248,515.8,91.05,0.667,power_cut,5,high,Hyderabad,False,False
770,banana,Fruit,Apr,2025,480,504.0,91.71,0.731,expired,3,high,Hyderabad,False,False
771,egg,Protein,Jul,2024,414,322.9,32.37,1.752,improper_storage,3,medium,Chennai,True,False
772,chickpeas,Legume,Feb,2024,469,769.2,113.24,1.463,forgotten,3,high,Delhi,False,False
773,banana,Fruit,Jun,2024,167,175.3,7.36,0.631,quality_issue,3,high,Delhi,True,False
774,walnut,Nut,Mar,2025,31,202.7,3.71,0.057,quality_issue,1,medium,Chennai,True,False
775,strawberry,Fruit,Feb,2025,29,14.2,11.48,0.09,improper_storage,2,medium,Mumbai,True,False
776,milk,Dairy,Sep,2025,382,569.2,48.5,1.116,power_cut,4,high,Bangalore,False,False
777,pasta,Grain,Jun,2025,108,237.6,6.23,0.378,expired,3,high,Chennai,False,False
778,kiwi,Fruit,Mar,2024,381,232.4,45.82,1.262,power_cut,4,medium,Chennai,True,False
779,beef,Protein,Sep,2025,233,582.5,28.73,0.185,not_preferred,5,low,Kolkata,False,False
780,cheese,Dairy,Sep,2025,474,1905.5,31.05,1.644,power_cut,2,high,Kolkata,True,False
781,grape,Fruit,Aug,2025,351,242.2,67.56,1.25,over_purchased,6,low,Bangalore,False,False
782,mango,Fruit,Dec,2024,380,228.0,123.86,1.607,expired,2,low,Chennai,False,False
783,corn,Vegetable,Mar,2024,91,78.3,3.45,0.306,improper_storage,4,low,Hyderabad,False,True
784,chickpeas,Legume,Nov,2024,440,721.6,17.92,1.905,quality_issue,5,medium,Mumbai,True,True
785,mushroom,Vegetable,Mar,2024,159,35.0,49.34,0.699,quality_issue,2,low,Delhi,True,True
786,peach,Fruit,Feb,2025,380,148.2,71.97,1.261,power_cut,4,low,Hyderabad,True,False
787,onion,Vegetable,Sep,2024,239,95.6,54.15,0.548,improper_storage,2,low,Chennai,False,True
788,blueberry,Fruit,Feb,2024,431,245.7,65.13,0.991,expired,5,high,Chennai,True,True
789,banana,Fruit,Sep,2024,245,257.2,26.61,0.68,not_preferred,1,high,Mumbai,True,True
790,lemon,Fruit,Nov,2025,135,39.2,35.3,0.514,not_preferred,3,low,Kolkata,True,True
791,watermelon,Fruit,Mar,2024,16,4.8,3.1,0.053,over_purchased,6,medium,Pune,True,True
792,beef,Protein,Dec,2025,470,1175.0,114.38,0.289,quality_issue,1,medium,Hyderabad,True,False
793,bread,Grain,Jun,2024,63,166.9,3.83,0.224,not_preferred,6,high,Delhi,True,True
794,peach,Fruit,Feb,2024,371,144.7,128.33,0.215,expired,5,medium,Kolkata,False,True
795,butter,Dairy,Oct,2024,93,666.8,16.39,0.378,forgotten,5,medium,Mumbai,True,False
796,tuna,Protein,Aug,2024,301,397.3,19.58,0.946,forgotten,5,low,Chennai,False,False
797,pineapple,Fruit,Sep,2024,155,77.5,11.66,0.324,power_cut,4,medium,Kolkata,False,False
798,watermelon,Fruit,May,2024,21,6.3,5.03,0.061,not_preferred,3,high,Chennai,True,False
799,bell_pepper,Vegetable,May,2025,448,138.9,51.21,1.012,forgotten,5,high,Pune,True,False
800,pear,Fruit,Nov,2025,391,222.9,44.94,0.472,quality_issue,4,medium,Chennai,True,False
